label;cim;poem
dsida;Hajnali kövek; Egy átjárónak tört köve vagyok sáros kis utcán, derengés fele félénk vággyal és nagy csenddel tele.  Köröttem mások, más apró kövek, sárba ékelve, mindmegannyi bátor. - Eső után van, hallgat a sikátor.  És várunk, várunk feszült-csendesen, sok-sok hajnali, ázott, néma kő, hogy valaki majd talán erre jő,  fényes-fehéren, esős hajnalon, tűzhomlokából sugarat eresztve: Huszadik Század, az új Hit, az Eszme!  Mi csak átjáró tört köve vagyunk, sáros kis utcán, hajnalfény fele várakozással és csenddel tele.  Sóhajtó álma mindünknek csak egy: Izzó szemével talán énfelém int, s talán én leszek, kit lábával érint... Nagybánya, 1925. szeptember 12-én 
dsida;Hajnali séta; Valahonnan a lenti síkról még füstölnek az emberi szívek. Mi már kioltottuk a magunkét, kék tóba mártottuk, a kormot is lemostuk. Lám, húszegypár évesek vagyunk s máris lehetünk bűn nélkül pajkosak, szállunk, mint Isten lapdái a halavány csillagok közt. A szegfűket itt nektárral locsolták. Az utakat itt felhőkkel vattázták. Amint megyünk, dúsillatú piros rózsákkal csiklandozzuk az alvó angyalok arcát, s íme, ébredezik az egész mennyország. - Jó reggelt, Leonardo da Vinci, köszönjük, hogy megfestetted a mosolyunkat. 
dsida;Halvány rajz; Pirkadattól kedvesem sírján tilinkóztam. Azután továbbmentem juhaimmal, odább ballagtam fehérgyapjas bárányaimmal. Szomorufüzek alatt üldögéltem kimondhatatlan bánattal és csodálkozással, - a fákon madarak ültek, szálltak, jöttek-mentek s fekete magvakat pergettek rám. Sütött a nap, s én nem értettem, suhogott a szél, s én nem éreztem, zsendült a fű, s én nem tudtam: minek? Este homályos barlangba léptem: zöld boltozat alatt mohos kőbálvány torkából csurgott a végtelen idő. 1930 
dsida;Hammelni legenda nyomán; Jajgató, szürke alkonyat tereng. A hammelni furulyás legendáját idézem és megirígylem őt.  Mert e városra is rászakadt az átok. Patkányok hemzsegnek a kertben, az uccán. Megemésztik a kamrákba-gyűjtött életet. Gond-patkányok, szegénység-patkányok, bánat-patkányok, bűn-patkányok, betegség-patkányok és halál-patkányok rondítanak be mindent feketére. Nem lehet lépni tőlük. Felkúsznak az alvó ágya-fejére s ajkába harapnak. S az emberek meghalnak, vagy megőrülnek.  Előkotornám, megríkatnám kicsi furulyámat varázslatosan, szomorúan, szépen. Ameddig szem ellát a nagy mezőn, körém sötétlene népem átka, milliárd patkány. Megindulnék lassú lépésben, egyre furulyázva, valamerre az üveghegyeken túlra. S a világ nyomora mind az enyém lenne s úgy hömpölyögne cincogva, visongva, jajongva velem mint bűzös-fekete, végtelen árvíz.  És hátam mögött, messze felvonnák a lobogókat, piros tüzeket gyújtanának az estben s felharsanna az öröm rivalgása. 
dsida;Harminc év közelében; Gyülnek hangtalanul, gyülnek a tárgyaim, úgy gyülnek köribém, mint a gyülő napok s esztendők, melyeket megriadó, fanyar kedvvel méregetek, mikor  szédelegve, fehér ingben, a lámpafényt oltom asztalomon s csöndesen ágyamig lépek, át a sötét, kriptasötét szobán s mondom: újra betelt, ez is.  Gyülnek könyveim és ellepik otthonom, gyülnek gyűrüim és ellepik ujjaim, gyülnek régi ruhák s gyülnek az újak is, postám új levelet hozott,  tegnap új patyolat-szirmu virágokat kaptam, nárciszokat karcsu pohárban és gondos, kedves anyám csontnyelü hajkefét vett a régi helyett nekem.  Könyvjelző szalagok, zöld üvegek finom illatszerrel, arany gombok, ezüst doboz, bronz hamutál, acél-domboru tintakút, képek, rajzok a négy falon,  száz apró csecsebecs, kéziratos lapok felnőtt tornyai és nyolc telegyúrt fiók jelzik elrobogó életem útjait, mint parányi, meszelt-fehér  mérföldoszlopok és kőjelek, itt-amott s furcsán, zajtalanul siklanak el mögém, míg az egyre növő számokat olvasom: mily közel van a férfikor, -  három kurta kis év, pár közel állomás s harminc évbe futok. Ott lebegek, miként ívcsúcsára repült, fölhajított kavics, mely máris lefelé zuhan.  ...És alattomosan szőnek a tárgyaim, lelkem szárnya köré untalanul szövik apró szálaikat. Pókfonalak kuszált borzas rengetegét kötik  karjaimra s opál gombolyaguk ma már béklyóként tekerül térdeim izmain. Minden mozdulatom halk nyilalást okoz, húz a sok kicsi megszokás,  - sok szelíd szeretés szála s ez úgy sajog, szurkál, fáj, amikor elhagyom otthonom. Minden kölcsönadott könyvem e szálakat tépi s úgy kiabál: ne hagyj!  Gyűrü nélkül olyan furcsa a két kezem, mint a más keze és kapkod ügyetlenül, kulcsom játszani kell, nyugtalanit, ha nincs jobbzsebemben az óra és  - úgy vergődöm e sok tárgy szövevénye közt, mint bogárka repes, zümmög az ördögi pókháló sürüjén, míglen a vérivó végzet ráteszi karmait.  Olykor estelen úgy érzem, a tárgyaim visznek, mint rohanó, emberi tömkeleg, melyből lépteimet menteni nem tudom s rábizom magamat lehúnyt  szemmel, félig alélt testtel: akárhová megy, sodorjon el - és néha belémnyilal sejtelemszerűen, hogy botor út ez út, végromlásba, halálba visz.  ... Meddig késlekedel, ifjui lázadás? Gyúl-e bennem erő szertecibálni e vadgubancu hinár sanda sövényeit s meglengetni szabad karom?  gyilkos tárgyaimat rontani, törni és züllött csonkjaikat széthajigálni a négy égtáj fele és könyvcafatok fölött ittasulva tapodni majd?  Akkor meztelenül vágok a rengeteg erdők útjainak, végtelen ősmezők pázsitján pihenek, oly szabadon kitárt szívvel, mint a sudár vadak,  kiknek semmije sincs s mégis a drága föld s mennyek sátora fent, minden övék, övék! Állván föld közepén, nézem a csillagok szőke, rámkacagó szemét  s érzem, elmaradott mind, ami földi lom, bús időt mutató, ráncositó kacat, szét nem osztogatott életem egy s egész, mint sebesáramú folyam  s látván, énekelek nagyszerü éneket: Egy vagyok Teveled, aki örökkön élsz, ős életszerelem nagy, sosem agguló boldog Istene! Ifjuság! 
dsida;Három falusi ének;  I.  Aranypor van a levegőben és pátriárkák szívéből füstölgő, ősi, nagy megelégedettség. Süt a nap. Két kicsi borjú eszik a kezemből, zsenge falevelet: olyan ártatlanok és szelidek és szeretnek engem. A templomból zúg-búg az orgona, emberek énekelnek tudatlan, egyszerű szájjal s galambok ülnek a toronypárkányra: fehérek és szürkék. Messzi világból ideszállnak minden haragvó, békétlen szivek és elülnek az akácfák és orgonabokrok alatt. Áldásra emelt kézzel szőkeszakállú szelid ember ballag át a falun, a tiszta napsütésben.  II.  Huszonkét évvel ezelőtt Gondolat voltam a szakadékok alján.  Fény voltam egy tizenhétéves gyerekasszony szemében.  Most már nekem is van szemem, szomorúságokat látok,  vidám dolgokat nevetek s szeretem a kandallót, meg a nyári napot.  Saját íróasztalom van, s rájöttem, hogy ember a nevem.  Este számadást csinálok, vagy kisétálok a békazenés tó partjára  s áhítattal csodálkozom: milyen különös dolgok közepébe jutottam.  III.  Annak, aki igaz szemmel lát, Minden kavics aranykavics. Már a szomorúfűz is kihajtott és bennem is kibomlott a vágy: vándorolni messzi világba. Gyönyörű, gyönyörű reggeleken harmat húll a szívemre s tudom, hogy cserfasoron vár az aranyhajú, kékszemű Isten. Abafája, 1929 
dsida;Harum dierum carmina; Kis cigaretta fátyla, fátylas selyemködü füstje, selymes füstök ezüstje, borítsd be ma bús szememet! dunna pihéje, puhája, párnák fellegszerü fodra, paplanom csipkebodra, födözd be borús fülemet! kedvesem! - csipogó, csacsogó kicsi fecske, bíbor cseresznye-szemecske, szeresd szomorú szivemet!  Bénán lehanyatlik a kéz, széttapogat tehetetlen: élni ma itt lehetetlen, meg kell halni ma itt, halni e földi avarban, hol léptekkel, kopogókkal, lekopott rongy-lobogókkal kullog az emberi hit, a virrasztó nyomorúság piros parázs-szeme nyitva s vörös varázs-zene szítja lángra tüzes tanait.  Hallod, amint a sovány egerek foga rajjal, patkányok raja zajjal rágja a régi falat, kedvesed koldul az utcán, zokogva nyújtja ki karját, hidakon kússza a karfát s hörög a mély viz alatt, a csillagok is lerohadtak, futnál, de messzire nem jutsz, adnál, de adni nem tudsz s küzdeni nincs akarat.  Fekete éjszaka fátyla, házromok fekete füstje, tömjénfüstök ezüstje, borítsd be borult szememet! dunna halotti puhája, szemfedőm csipkebodra, Styx suhogó habi-fodra, tömd be siket fülemet! Halál! - amiként keserű kis kukacot elnyel a fecske, vagy véd a cseresznye-szemecske, rejtsd el az én szívemet! 
dsida;Hazafelé az éjszakában; Akácos uccák borzonganak. A házelőtti görbe lócák a titkok taván úsznak csöndesen. A tornyok imádkoznak.  Féltérden álló viskók ablakán kilopódzik a horkolás fekete gyárak megrekedt füstje keserűen facsarodik.  Fantasztikus sikátorokon zsákban cipelem a holdfényt s tépett foszlányban veri hozzám a szél anyám sírását. 
dsida;Hegyenlakók; Kunyhónkat a rengeteg rejti. Csak a mosolygó Isten tudja, hogy asszonya van a remetének. A fenyőszag izmossá nevelt minket, szívűnket erőssé tette, tüdőnket tággá, szeretetünket végtelenné. Az éjszaka örömeiért hálás vagy nekem, - én nyilakat és nyársat hegyezek, míg megfejed a kecskét. Feljön a nap, a győzedelmes. Lent, a kanyargó ösvényen, ostor pattog s ökörhajcsárok énekelnek. 
dsida;Hegyi beszéd; Hegytetőre szállok kedvesemmel. Szárnyaink vannak. Ölelem derekát.  Már itt sem érzem a nagy összefüggést, megszüntem a porszem-milliárd egyetlen porszeme lenni, aki forgószelekben forog s lehull. Nem érzem a világ-nagyság iszonyú súlyát vállamon: a csillag-titkok, csillag-dalok, fogamzás, keletkezés, halál: nem érdekelnek.  Megnőtt az életem. Minden eltörpült. Szeretek: én vagyok fontos és ő. Töprengés nélkül éljük az édes törvényeket. Fehérek vagyunk, tiszták és ostobák, mint az ostya. Lengő szakállú, öreg szikár pap mutat fel minket a hegytetőn: Íme, a szentség! Térdrehullni! Galgó, 1930. szeptember 14. 
dsida;A láthatatlan ember; Szobám falára rácsorog a nap és rákúszik a hűséges folyondár. A holnapból illat-futárok jönnek és törnek tavaszi melódiák.  Harsogón habzik az élet, pajkosan hullámzik kelet felé és torpanástalan útjában hahotával mossa körül a mohos szigetet.  Kűrtszó lobog a levegőben, tűzek dalolnak ropogva, harsonázva ágak hegyén úgy robban ki a rügy, mint a puffanó puskalövés.  Gerjedt, tajtékzó emberek rohannak nekem villanó csatabárddal, szívó ajkak tolakodnak a számra s akár a ködön, túlrohannak rajtam.  Én vagyok a láthatatlan ember. Kinyújtott, merev jobbkezemen nyugodtan ül és örök csendben alszik a magányosság szentelt madara. 
dsida;Helyet kerestek; Karonfogva bandukoltak, rogyadozó inakkal a napsütéses temetőben. Utánuk mentem: az asszony kicsi fonnyadt szája mosolygott, hajuk kopott ezüstje összefolyt a fényben. Keresték a helyet, ahol legjobb lesz feküdni, a legszebb, legnaposabb helyet keresték. Örökké tartó, visszatérő, boldog nászéjszakáról beszéltek. 1929 
dsida;Hideg téli est; Életünk hulló karácsonyfáján halkan repesnek a lángok. Fölöttünk és bennünk hömpölyög a hidegáramú csönd.  Mosson ki, vigyen magával fodros hátán mindent, ami volt: esdő várakozások meddőségét, kulcsoltkezű, hasztalan imákat.  Hópárnás nagy fenyők alatt üljünk le a törpék közé, burkolózzunk a hallgatásba s húnyjuk le félig a szemünket.  S míg csillagok kezdenek pislákolni, töprengjünk az eljövő felől: hogyan kellene megszólalni? S mindent elülről kezdeni? 
dsida;Homlokom mögött; Vörös máglyák gyúlnak a homlokom mögött. Nehéz társzekerek húznak el dübörögve. Felébredt benne valami régen látott ucca hörgő zajával, amint az estbe zuhan. Keresztűl hömpölyög ereimen, az ucca erein, sikátorain a tegnapelőtt hallott nyomdagépek agybafészkelő őrjítő zakatolása: Szennyes áradat zuhog. Segítségért sikoltanak. Nekivadult zápor paskolja a meggörnyedt fákat. Púpos, ijedt kérdőjelek. Tűz van! - bődül egy szörnyű férfihang (lehúnyom a szemem...) és dobolják és visítják szerte: Ki jön máglyát oltani?  Túl hörgésen, lármán, döbbeneten, halványkék messzeség hegygerincén áll egy soványarcú fiú. Nyugodtan áll. Olyan ismerős! Integet, kiált és hív magához, de csak némán tátogó szája látszik, csak bánatos szeme csókol idáig.  Aztán újra a láng... a füst... a láng... a fűst... Könnyek sem tudják eloltani. 
dsida;Horváth néni; Horváth néni felnyöszörög, vastag varas seb a szája, enni nem tud, inni nem tud, még nézni is undor rája.  Csupa varas seb a szája, csupa vastag seb a teste. Beszélni nem tud már régen, véknyan elsirdogál este.  Érintetlenül kerül ki hűlt kávéja, híg ebédje, gyűrt ágyában égve fetreng Isten bélpoklos cselédje.  Mikor éjjel sírni hallod, jön, hogy a melledet verjed. Az ápolónővér mondja: minden seb csak terjed, terjed.  Horváth nénit kenegetik, csöndes türelemre intik, majd meggyógyul pár hét múlva... (Nekem is azt mondják mindig.) 1938 
dsida;Hulló hajszálak elégiája; Tavaly delejes, dúsnövésű hajamban sercegett a fésű... Én nem tudom, hogy mi a titka, hajam ma gyöngeszálú, ritka, megtört, puha, mint ócska kelme szálakra szétnyűtt, satnya selyme s oly könnyen enged, símul, hajlik, oly szépen helyére hanyatlik, mint enyhe elmúlásra várván erőtlen nagybeteg a párnán.  S jaj, veszteség, mi meg nem térül! e gyatra fürt is egyre gyérül, olykor szálanként, majd sereggel tépi a fésű foga reggel. S mikép hegyen, hol sok vihar volt, sápadtan ütközik a tar folt s orkán-seperte szikla-ormán nem sarjad új fa: ilyenformán terjed a tisztás köre szépen koponyám tarlott tetejében.  Ami azelőtt lomb lehulltán fogott el, az ma idők multán egy-egy hajszál hulltára támad: bizsergő, halk nyárvégi bánat - és lelkemet lankadtra fújja október lengő mélabúja: A tavaszvágy, mi régi költőt annyi epedő dallal töltött, hirdetvén, új rügy, új kacaj lesz: nekem valami égi hajszesz.  Nem is kutatom már, mi tette, hogy hajzatom ily gyér felette: talán a csókok lassú mérge? talán a gondok sunyi férge? Hiszen mindenki szíve voltam, Minden sírhantra én hajoltam, minden bölcsőnél ottan álltam, minden porontyot én dajkáltam, én tanítottam, én neveltem, minden kunyhóban én teleltem.  Míg mély alvókkal megrakottan ment a hajó, én virrasztottam, úgy dohogott, suhant előre, hogy egymagamban voltam őre: az utasoknak mindahánya helyett aggódó kapitánya. Én jártam mindig minden útban, én szerettem és haragudtam, én éltem, sírtam, én daloltam mindenki helyett. Költő voltam.  ...Most is, amíg e verset írom, egy hajszál pihen a papíron, minden kecses, japáni rajznál finomabb rajzú, vékony hajszál. Hever halottként odalent és bennem készül a gyászjelentés: Félévet élt. A színe barna. Kitépte gyilkos végzet karma, nem használt kenőcs, villany, éther... Szegény, alig öt centiméter.  Görbült ágacska. Lágyan ível finom hajlással, bájos ívvel, akár eső után a márvány- eres felhőkön a szivárvány. Azt is hihetnéd, kicsi híjja, hogy kis koboldok könnyed íjja, amelynek húrja-közepéről, sóhajból sodrott idegéről fürge pillanat-nyilvesszőkben az ifjúság, mi tovaszökken.  Nekem e hajszál most az újság, sűrített, mély élet-tanulság, egyetlen kérdés, nagy dilemma, nekem ez a történelem ma: ifjak vagyunk, élünk, verekszünk s - nem segít orvos - megöregszünk. Ó be szomorú, jaj be félek! Vigasztalj verssel, örök lélek, életen túlnéző mesékkel, bizarr, bolondos bölcseséggel.  Higyjem, tündérek hada száll át, amerre jártam s hullott szálát hajamnak sorra felkutatják, síma fürtökbe símogatják, gömbölyű arccal, fitos orral fujják be fénylő gyémántporral, egy gyökerét is el nem vesztik, ápolgatják és megnövesztik, egyenként gyűjtik s összeadják s mikor meghalok, visszaadják.  Fürtjei a Sámson-erőnek fejemre szépen visszanőnek s mint vágtató musztáng sörénye vagy üstökös lángcsóva-fénye lobog utánam majd az égen, a messzeségen, mindenségen, amerre végtelenbe tágult szellemem zúgva végigszáguld és seprő hajam sűrű hossza, a csillagokat csiklandozza.  S mikor az iramlást megúnván, szendergek habos fellegdunnán, érzem, hogy egy kéz öt kis ujja körmét erős hajamba túrja, úgy elvész benne, meg se látszik, borzolgat, babrálgatva játszik, kemény bozontját szétzilálja, belemarkol és megcibálja, mint régen, régen. S én a boldog jó fájdalomtól felsikoltok. 
dsida;Húsvéti ének az üres sziklasír mellett; Sírod szélén szinte félve, iszonyattal üldögélve, ó - mekkora vád gyötör, mardos, majdnem összetör: mily látás a kétkedőnek, törvény ellen vétkezőnek, hogy üres a sírgödör.  Nyitott sírod szája szélén sóhajok közt üldögélvén szemlélem bús, elvetélt életemnek rút felét s jaj, - most olyan bánat vert át, mily Jacopo és Szent Bernát verseiből sír feléd.  Nincs gonoszabb, mint a hitvány áruló és rossz tanítvány, ki az ördög ösvenyén biztos lábbal, tudva mén: szent kenyéren nőtt apostol, aki bűnbe később kóstol, - Krisztus, ilyen voltam én.  Amit csak magamban látok, csupa csúnya, csupa átok, csupa mély seb, éktelen, testem oly mértéktelen volt ivásban, étkezésben, mindenfajta vétkezésben s undokságom végtelen.  Ó, ha tudnám, megbocsátasz, s országodba bebocsátasz, mint szurnám ki két szemem, mint vágnám le két kezem, nyelvem húznám kések élén s minden tagom elmetélném, amivel csak vétkezem.  Bűneimnek nincsen számok. Mindent bánok, mindent szánok és e sajgás, mely gyötör nem is sajgás, már gyönyör. Hamuval szórt, nyesett hajjal ér engem e húsvéthajnal és az üres sírgödör.  Bámulok a nyirkos, görbe kősziklába vájt gödörbe, bénán csügg le a karom, tehetetlen két karom... Te kegyelmet mindig oszthatsz, feltámadtál s feltámaszthatsz, hogyha én is akarom.  Lábadozó régi hitben egész nap csak ülök itten. Lelkemet nagy, jó meleg szent fuvallat lepte meg, lent az odvas, szürke barlang mélyén muzsikál a halk hang, ahogy könnyem lecsepeg.  Az én Uram újra él most, országútján mendegél most, áprilisban fürdik és aranyozza napsütés, ahol lépked, jobbra-balra ezer madár fakad dalra s ring, hullámzik a vetés.  Éneklő sok tiszta lánnyal, liliomos tanítvánnyal nem követlek, Mesterem. Majd csak csöndes estelen indulok, hol vitt a lábad, földön kúszom könnybe lábadt szemmel, szinte testtelen.  Fennakadva tüskeágon, éjsötét nagy pusztaságon étlen, szomjan vágok át, nagy hegyeken vágok át, mint eltévedt eb szimatja, mely halódva is kutatja vándor ura lábnyomát.  S közben dalolok az égről, pálmás, örök dicsőségről, vonszolván földdel rokon testemet a homokon s így ujjongván, nem is érzik, hogyan sajog, hogyan vérzik rögbe horzsolt homlokom.  Mert az égi útnak elve: kúszva, vérzőn, énekelve, portól, sártól piszkosan menni mindig, biztosan... S kopjék térdig bár a lábam, tudom, az ég kapujában utólérlek, Krisztusom! 
dsida;Ibolya-csokor; Ibolya-csokrot álmodtam az éjjel. Jeges az ablak, pihézik a hó, álmos a reggel, míg lassan megyek. Ismerőseim járnak szerteszéjjel, de nem ismerek rájuk és nem köszöntöm őket...  Hátam mögött verebek súgnak össze: Ez ibolyáról álmodott az éjjel!... Szatmár, 1925. november hó 
dsida;Ide hallgass; Most kiállok az esőbe, elszántan és födetlen fővel. És a csattanó villám átszalad a szívemen, és a zuhogó zápor széjjeláztatja szénfekete testemet, és beszívnak magukba a föld pórusai ezerkilencszázhuszonnyolc június tizenhetedikén.  De holnap rózsaként nyílok ki ablakod alatt és minden eljövendő igaz ember szíve alatt. 1928 
dsida;Idegen ébredés; Felszáll a köd. Szívverésünk zaja végigdördül még egyszer rajta, finoman reszket. Lépünk, lépünk, de miért nem ér földet a lábunk? A sötétség tágranyitott ajtaja előtt apró sugárrongyok libegnek, minden elmúlik, és mi elalszunk. Ébredésünk ágyát idegen virágok illatozzák, idegen lesz az ének és a tengerek arca. S nem emlékezünk egymás nevére. Abafája, 1929 
