label;cim;poem
babits;Ecetdal; Gondoltad volna egyszer, erődben és szabadban, robogva tüskön által, mint kit a nap vakít, hogy lesz hogy fáj a szúrás, hogy este félsz magadban és milyen jól esik majd szeretni valakit? Nem fogsz szeretni senkit, gondoltad, úgy-e, bátor, csak lányok gyenge mellét, üdítő hűs szemét, friss fénybe fürdő fürtét, mely nyílt hajnali sátor s a testükből szürődött, lelkedbe szürt zenét? De ezt is nem becsülted -- bezzeg ma visszarínád lehetne, visszahínád elejtett perceid, lenézett zsenge mustod tapadós ajkkal innád: de ecet lett belőle, hogy elvont szájjal idd. Forratlan zsenge mustod, hogy forrjon, hagyni vesztéd s emlék-levendulából lett almod ecetágy borát is újra forrni erjesztéd és eresztéd s ó jaj, mi jaj-izű lesz, ha kétszer forr a vágy! Most temetőn dülöngesz eceted únt izével, készen már, régi részeg, hogy a vizet papold, s izetlen nyúgalomnak keverve hűs vizével hűs szeretet borát idd, szesztelen enyhe bort. De benned enyhe nedv is hamar forr égetővé, szesztelen nem maradhat kádadban érzelem így válik könnyü könnyed maróvá, étetővé és cseppjeit sziszegve nyeled szegény... nyelem... Szegény most, gyenge versem, menj árva kis pityergő, véremnek verse mégis és nékem drága vers, ki vallod a világnak, hogy még erembe csergő a régi furcsa taktus s helyettem sírni mersz. 
babits;Édes az otthon; Mikor a szőlő leve buggyán barnul a fanyar berkenye, kalászt szentel a dűlő utján az Egyház, az Isten menye, nap arany sávot vet a falra s a vidám iskolásfiuk táskafület lóbálló rajja a tanteremből rétre fut: édes az otthon. Mikor a zsaluk leeresztve, mert félhomály kell, nem üveg, Lord hűs kövön, nyelvet eresztve hemperg -- és áll a légysüveg keresztútnál, hol tócsa poccsant máskor, most por füstölg eléd: izzadtan áll meg s levest loccsant az ebédet vivő cseléd: édes az otthon. Mikor a nappal megin' enyhe, mikor az ember újra vig, mikor csupán a beteg renyhe, amikor a diót verik, mikor szellőztetik a pincét s a gazda a tanyán időz: őrizni a hegyeknek kincsét fényes fokossal jár a csősz: édes az otthon. S mikor a kályha tüze pattog, mikor a szoba jó meleg, halkan a régi óra kattog s jégcsapot olvaszt a gyerek: benn nyájas körtől víg az asztal s a meghitt lámpa gyul korán, bár új hó ablaknál marasztal merengni lepkezáporán: édes az otthon. 
babits;A gyémántszóró asszony; Móricz Zsigmondnak. Éjszaka ez, testvér!... Szükség van a fényre, vetni amaz őrült asszony útjai elébe: kit tántorgóvá vakított szörnyű vesztesége. Óh, hány fiat vesztett! mennyi vagyonát taposták szét talpas, süket katonák! idegenné zárták tőle legjobb otthonát. S azt se tudja már, hogy lába merre lép: jobbra is, balra is árok, meredék s minden lépten szórja, veszti kincsét, erejét. S míg gyémántját, gyöngyét így hullatja széllyel, ékeskedik csináltvirág- s üveggömbfüzérrel, mely gáncsot vet lábainak, ahogy küzd a széllel. Lámpása a szélben, -- hagyta -- kialudt: vak tátongó mélység szélén fut és egyre fut -- mégis fény ragyogja be, s nem sötét az ut. Nem a csináltvirág s üveggömb ragyog, hanem az a gyémánt, amit elhagyott: még az árokba is utána ragyog! Ragyogj, gyémánt, ragyogj! szükség van a fényre, szegény őrült asszony útjai elébe mert anyánk ő s a miénk minden vesztesége. 
babits;Egy dal; amilyet a franciák chansonnak neveznek. Mikor még gyermek voltam szomoru és szerény egy nagy könyvesszobába kerültem egyszer én s kiálték vágyra kelten: Elmém hajóra hág! Mily szomju véges lelkem rád, végtelen világ! S bejártam így a multat bejártam a jelent s mit bölcseink tanultak jól tudtam, mit jelent de célt seholse leltem és vágyam egyre rág: mily végtelen a lelkem s mily véges a világ! S szóltam: Könyvek mit érnek? Mit ér a képzelet? Választalan had éljek vidám világ, veled! s tán elmém vággyal telten megnyugszik majd ha lát! mily szomju véges lelkem rád, végtelen világ! És a jelent bejártam s bejártam a jövőt francia selymet láttam angol gyapjúszövőt új farmot messze telken vad Ausztráliát -- mily végtelen a lelkem s mily véges a világ! S szóltam: Minden hiúság csak egy való: a csók. Szomító selyem ajkak és bársonybőr kacsók kéj, melyet írigyelten takarnak habcihák -- mily szomju véges lelkem rád, végtelen világ! De tengert olyat hol láss, hogy a mélyére hass? és hol van olyan forrás hogy eleget ihass? Azt hittem, rég beteltem s ma vágyam újra rág: mily végtelen a lelkem s mily véges vagy, világ! 
babits;Egy filozófus halálára; In Memoriam Aemilii LASK professoris philosophiae Heydelbergiensis Obiit Pro Patria Anno 1914. In Galicia. Ész! mikor esztelen csatákba teuton örvény elragadt, vitted-é magaddal a drága heidelbergai dombokat? és ha a régi szók gyürűit szellemed megpörgeté, készen a hivásra multad óriásai jöttek-é vállukon kivinni a zajból? Vagy, szegény, már rég előbb a szavak varázs kövéről lesikárltad a bűverőt és amely évezreken által szítt magába annyi színt surló szellemed a szent kristályt színtelenre surolta mind? Ó, hiszen lelkedben nem volt már a szavaknak színe más mint az építésznek az állvány színe, mint a rajzvonás színe a mérnök hálójában, -- szín és élet, a létezők szórt pompája, a heidelbergai halmok, a zöld német mezők, régi nyájas vándorlások szelleme, minden drága táj, ó, az emlék, melybe minden szónak gyökere mélyre váj, ó, ez a szókra tapadt vak mult, mely festi folyton a friss jelent: néma Lét mind, néma Anyag csak, -- semmit az Észnek nem jelent forma nélkül -- volt és nincs -- s ez a percnyi lét is forma már: mert az élmény percnyit él, de a forma változatlan áll : nem a seiend , hanem a geltend , ami mindörökre gilt tiszta és időtlen igazság -- forma -- zárt és egyre nyílt új formák felé, az Észnek játszani építősdit és rakni a formák formáit -- míg tisztultan a boldog Ész állványról állványra hágva, heielbergai halmokon túl, az örök Formák honában él, és élete nem rokon élmények süket életével -- minden élmény eszme lesz, s mint a szélben jégcsapok erdőn, összecsengve levelez, vagy mint nagy barlangban a hangok, vagy tükrös szobában a fény egymásból születő sugaraknak mért szövevényeit szövén -- és mi más a sugár, mint önnön útja és törvénye? mi más mint a Fények szelleme és formája? mint a rajzvonás tiszta szelleme: szín és élmény nemde ón és kréta mind? Mit nekem ón és élmény színe? Lelkem lelkebbre tekint: aki csak formákat épít, építményre nem muló, bánja is, állványának fenyve milyen erdőből való! légi ácsként fennen él rajt (s szökken a büszke épület!) -- -- Kőműves! le ne nézz az útra, mert lenézni szédület! -- Igy bolyongtál, bölcselőm, a heidelbergai halmok alján, s ültél mély tanárszobádban s minden messze volt és halván, halmok és szobák és emberek arca és ha néha, mondják, nagy Igazság-otthonodban apró tények ritka szomját mint az édes víz szomját a tenger útasa, mint alantabb sűrűbb lég szomját a légnek útasa, -- érezvén ha lankadt kézzel este kinyitottál valamely könyvet, hol apróbb tények és nevek nyüzsögtek, Baedekert, újságot, naplót, elszédültél, mintha a pallér állványáról az útra néz le formatelt szemével az apró foltos formátlan nyüzsgésre. És a vad, formátlan tények sodra egyszer lesodort! Fények s vak szinek zuhantak s mint vak napban a szende hold halk és kölcsönzött világa semmibe sápad hangtalan és hiába sejted már hogy mégis örökre fenn suhan láthatatlan a tiszta égen: úgy halálos életünk halhatatlanná halvasztott formaváza is égbe tünt földi szenvedő agyadból, nagy Törvények időtelen szellemegébe, melyek élnek s állnak örökre, bár idelenn senkise sejtené is őket -- és te maradtál egymagad -- Mért nem inkább vitted a drága heidelbergai dombokat? Ó, ha minden vad zavar ellen, durva szín és durva szó kínos unalma mögött, mint bűvös talizmán vagy olvasó, marsok örök monotóniáján túl és túl a poros polyák földek unalmán, túl a rémes záporok árján, sárkapolyák rothasztó vizein túl, tisztán élne benned a régi táj, élne nyugodt ta 
babits;Egy fonnyadó bokorhoz; Fonnyadó, sárgúló ribizkebokor, neked ősz már ez a nyár! Virágod lehullt, gyümölcsöd leszedték, vén galyad is pereg már. Leveledet görcs húzza össze, mint az öreg ember tenyerét s éjről amint éjre tép a kölyök szél, te kopaszodsz legelébb! Szerte még a szőlő érik a napon, csupa zöld és fiatal szerte a virágok arca kipirul színük örömriadal: csak te ejted el lombjaid egyenként, mint pénzét egy bárgyu agg: lombod közt aszó pár szem gyümölcs, aludt vércsöppek, piroslanak: rajtad egy bolond keserű magyar fej égbőlesett szeme jár: fonnyadó, sárgúló ribizkebokor, neked ősz már ez a nyár... 
babits;Egy régi szerelmes Velencében; Ó mennyi szerencse és mennyi talány! A régi Velence s az ifjú leány. Már este van itt benn sötétül a ház s kigyúl ereidben az éjjeli láz. Hív csendes ölébe az ágy meg az éj jer vár gyönyörébe a vágy meg a kéj. Ott künn a csatorna csupa láng, csupa dal: boldog az, Madonna, aki fiatal. 1908. aug. 
babits;Egy rövid vers; melyben a költő saját lelkét szólítja meg és nagyon kegyetlen dolgokat mond neki. Ó lélek, lélek, mivé kelle válnod! Idétlen fényre szülted ezer álmod. Utolsót holtan hordozod magaddal, mint holt gyermek lelkét viszi az angyal. De néha éjjel, éjes éjszakákon mikor magad vagy az egész világon s az egész világ egymagadba mélyed minthogyha megmozdulna néma méhed. Mert ami meghalt, nincsen eltemetve, mit megtagadtál, nincsen elfeledve s a megölt gyermek, mint fájdalmas árnyék kísértetes méhedbe visszajár még. 
babits;Egy szegény magára maradott; I. Szívem magába szívott ezer illatot, ezerjó illat engem hogy elkábitott! Szívem most illatzacskó, lelkem illatház: ez a sok illat engem hogy megbabonáz. Virágok illatával tele bús fejem virágok illatáról rád emlékezem, gyönyöröm aki voltál, most vagy bánatom, hogy tested vánkosára le nem nyughatom. II. Hervad a kertem violákkal -- Szegény violák! Akár a ma, akár a holnap, akár a világ. Napos napot napok napolnak -- hol a türelem? Életpapok csapot papolnak, -- Ó zord szerelem. Sok hosszu, hosszu éjszakákon, megint egyedül szegény, szegény zúgó fülembe a Csönd hegedül: komisz, keserves egy cigány ez s ezer dala van: kegyetlen, ős, örök vonóját nyüvi nyomtalan. 
babits;Egy szomorú vers; melyben a költő azon panaszkodik, hogy nincsen barátja. Nekem nem volt barátom, tőlem mindenki fut, társaim elkerültek mint idegen fiut, idegent, megvetettet, ki mindég mostoha, kit senki sem szerethet, nem is szeret soha. Magányosnak születtem, baráttalan vagyok, így lettem, ami lettem, mindentől elhagyott, mindég a szenvedésre vitézül víni kész: magányosság vitéze, magam ellen vitéz, barangoló borongó, ki bamba bún borong, borzongó bús bolyongó, baráttalan bolond. Nekem nem volt barátom, nem is lehet soha, örökre már belátom, maradtam mostoha nincs szem, amely szememben a lelket lelje meg, szív, mely setét szivemben lakozni nem remeg, lelkekkel lelkesülni lelkem hiába vágy lelkeknek egyesülni nincsen menyasszonyágy. 
babits;Egy tél Budapesten; 5. Az utczán, hűvös éjben Áll három pőre lány. Tüzes szemük beesve, Az arczuk halovány. S szól egyik: "Szép legények! Rám nézzetek csupán: A testem oly igéző, Ölelni jól tud ám!" S szól másik: "Víg legények! Felém jertek csupán, Elmúlathattok vélem, A lelkem oly vidám!" S utolsó: "Bús legény!" - szól - "Engem csókolj csupán. Legalább kínzó csókom Eléget úgy talán!" Igy hív a szerelemre A három pőre lány, Az utczán, hűvös éjben, Az arczuk halavány... 1901. szept. - dec. 
babits;Egy tintafoltról; Mi eddig rajtad kedves volt nekem, a barna báj, a nemes különösség, maguk méltók, hogy borzongásba kössék nyugalomra úgysem hajló idegem. Törésig roppanékony íveken már érintésre zeng az, néha lő is, mert húr is, bizony, nyíl is, bizony, ő is. - Pattanj le róla, újabb énekem: egy tintafoltról . Ének illeti e tintafoltot. Áldott ez, s a nő is, ki magában bármily izgató erő is, egy folt az arcát uj csábbal lepi. Bár minden mozdulatod ünnepi, és bár vonásid váltásához értesz: uj vonás mellé uj szín is kell, édes: az maga szemem' már meg sem lepi. De most: egyszerre tündérváltozás! Simúlva állad bársony lejtejéhez minő fekete felhőtörmelék ez? Csöpp felhő - s az ég egész boltja más, e bűvös, barna, bársony boltozás: minden ivének voltam ismerője - s most csöpp felhő - s uj fénnyel ragyog tőle még kettős napja is! - csodás! - csodás! - Áldom a Véletlen könnyű kezét! Mire müvészet soha rá nem jőne, ő festé ilyen újra 's ingerlőre uj arcod fény- és árny- és színmezét. Legjobb festőnek vallom őt ezért, ki ílyen csodás pettyet s íly merészet (selyemre) gyors ecsettel hevenyészett - áldom a Mester Véletlen kezét! E körén ködlő, végén véknyelő koromkarikából folyamos igézet teremtéséhez (hogy ily mű-egész lett) mi eszközt használt a bölcs Keverő? azaz (hogy szavam légyen egyszerő - nem is értékeny tán e nyelvi-cifra -) mit irtál? Téged ritkán látni irva - mit irhattál? Nem vagy te írónő - Mint bárki, bár intelligens leány, nem vagy, mint más valaki , kék harisnya (asztalodon disz-kötött Hölgyek-Titka, s az Uj-Időkből uj szám, egynehány.) Te - vándor s barna -: rózsák közt cigány! mig szemeim mézaratásra mennek, bokrodnál agyam szépen megpihenhet. - Mit irhattál? Egy levelet talán. 1905 [?] 
babits;Egy verses levélre;    Reményik Sándornak Ha nem tudtam mindjárt felelni, tulajdonítsad zavaromnak. Úgy forgattam soká kezemben zengő leveled, mint aki nézi, nem hibás-e a címzés. Nem ismersz, messze vagy, barátom! Ha látnál, hogy fetrengek itt, már csak a testben élve, már csak egy nyaláb testi fájdalom, erőtlen, gondolattalan: nem írtad volna amit írtál. A versed édes és kegyetlen. Úgy hangzik mint a trombita a nyomorék vitéz fülében, vagy a halott álmai közt, aki már feltámadni nem tud, de a hangot, mely költené, beszövi az álmok közé, beszövi kínjai közé, s a költögető hang, a hang kínok és álmok közt örökre zeng tovább édesen s kegyetlen. 1941. febr-márc. 
babits;A halál automobilon; -- Egy képhez -- Teréza szól: Fekete éjszaka, hajnal előtt gépkocsi áll meg a házunk előtt. Benn a szobában légy nesze se hallszik -- anyám is alszik, a hugom is alszik -- Fekete éjszaka, hajnal előtt. De hallom a gépkocsist, hallom én Őt. Ül visszadőlve az emberek Réme, nagy símaszőrös a bundája préme, szemvédő alól hiányzik a szem -- (hol lehet hidegebb, künn-e vagy benn?) Fekete szemvédő, rémes az arca -- Dérlepett rónákon kereke karca -- földi hideg villám -- szerte cikáz s villanyos borzalom kit nem igáz? Dérlepett rónákon kereke karca. S mindig kijár neki iszonyú sarca, télben is, dérben is, mindig kijár: maga a Törvény ő, ő a Király. Nem szól: csak foga van, nincs neki szája -- messze az éjbe ki villog kaszája. Nem alszik, nem is hall, nincs füle sem, szemvédő mögül hiányzik a szem. Nem is kormányoz ő, utat se lát ő, gondtalan gurul a síkokon át ő: nem alszik, nem is hall, nincs füle sem. Hol lehet hidegebb, künn-e vagy benn? Rejts el, én vánkosom, pamlagom, arcra! Déren künn titong a kereke rajza, dereng a holdvilág, téjszin a köd: ő maga sötét e puszta fölött. Tudom, miért ide, s tudom, kiért jött: háziurunk fia halódik, vért köp -- ő, az a mélaszemű fiatal, jó fiú, szép fiú, mégis meghal. Tudom, a rém kiért, s tudom miért jött. Ó én már vénülök, mindent megértek: meg kell ma halnia, mert sokat élt, mert sokat szeretett, keveset félt. Fullad a melle most -- reszket a szája -- Künn már a gépkocsis. S villog kaszája. Gépkocsi állt meg a házunk előtt. Vad kocsis! hiába viszed el őt! Lám fejemben milyen gondolat forgott: meg kell ma halnia, mégis ő boldog: vad kocsis, hiába viszed el őt! Fojtsad a mellet és száríts velőt -- mi baj, ha kereked érettekért jár? Nyugodtan halhat meg az, aki élt már -- virágnak váza, galynak kandaló: teljesült ifjuság tűzre való: -- Galy s virág -- borzadok! -- hideg van -- tél van. Zörren az ablak is: odakinn szél van. Reccsen a gépkocsi, kuccan az eb: álmatlan éjnél nincs keservesebb. Mi az ott? -- óra üt -- mennyit üt? -- éj van. Fehér madár az ott, barna taréjban: lebben és rebben és párjára tör. (-- Vén leány! -- -- --) éles gyö... éles gyönyör! Komikus vén leány, fonnyad az orcád: Dérlepett rónákon kergeti karcát, kereke karcát a fekete rém -- Jó fiú, szép fiú, mit állsz elém? Porzója bogárülten, magja kirázva: ó boldogan hal meg az, aki virágza: átkozott csak ki nem élt sohsem: én, álmodó, únt leány, komikus vén. -- Hogy ketyeg! -- borzadok! -- recsegés hallszik. Anyám is alszik, húgom is alszik: fekete éjszaka, hajnal előtt gépkocsi vág tova házunk előtt. 
