timestamp,PktIn,KBIn,AVG_RR,Inter,CTXSW,KBOut,CPU,SUM_RR,PktOut,vm_number,AVG_LAT_05
13,132.2202852991387,45.287783094875806,11.488077857994197,28.498302771048415,44.228264584793116,11.535459448632418,10.136539286465467,25.37801078699132,51.693064762460246,2,138.00840058920616
14,133.3763462579244,45.76112633752831,11.970959266519662,27.880386409761847,46.08732290275882,12.020332460062068,10.562611117517347,26.44473141213655,51.39277589642649,2,139.48119313560773
15,134.48695393605578,46.23443716910671,12.44818546513384,26.678556376538094,47.92460907369257,12.499526937152776,10.983693057471035,27.49895926173611,51.09114603064587,2,140.6879188291377
16,135.5540897993173,46.70634812486106,12.919384644742834,24.99827822698409,49.738691659612876,12.972669537315953,11.399457039478971,28.5398729820951,50.78880291688016,2,141.67041766889648
17,136.57957302205864,47.17559563180597,13.38419152222955,22.993392269702632,51.52816434707457,13.439393470855663,11.809580754908426,29.56666563588246,50.48634871306983,2,142.4898516958023
18,137.56507769874753,47.64101755356239,13.842247735038722,20.84977504187126,53.29164746629236,13.89933889718105,12.213748001504754,30.578545573798312,50.184362023395686,2,143.22017712830993
19,130.1878706464842,29.301451066336526,9.528801485393942,17.209720961495677,41.08741614561296,10.716274473942716,5.605177344349377,35.363705764010966,32.07709739604079,3,108.95931460686016
20,131.02534820679065,29.495940644959898,9.824474421731104,16.281064346186092,42.36233377265157,11.048793977593036,5.779102601018297,36.46102012605702,31.848296133045668,3,109.65367032953455
21,128.73765095014073,29.320372699563976,10.114960424234047,18.394572732775504,38.941862288687894,10.156678709927013,5.949976720137674,33.517039742759145,32.45682811420226,3,108.13858348382354
22,129.4860663505121,29.497689249025793,10.40004156339901,17.855382971530492,40.03940394944084,10.442935641770397,6.117671507881771,34.461687617842315,32.263430045377724,3,108.86608839517305
23,130.206389799323,29.673479946267275,10.679505756378008,17.19095595580687,41.11532077572259,10.723552460815604,6.282062209634122,35.3877231206915,32.0721142791085,3,109.51992214575444
24,130.8993544432257,29.847366512472973,10.95314699518824,16.4306145455799,42.16881965177588,10.998322309417599,6.443027644228376,36.29446362107808,31.883172382019147,3,110.11158592180794
25,131.5656504295662,30.018991681334352,11.220765568188485,15.606085448850008,43.199131702300775,11.267044652241642,6.60045033422852,37.18124735239742,31.696886338102306,3,110.65354459161392
26,132.20592822125508,30.18801908874273,11.482168274577132,14.74974831572498,44.20551311825652,11.529525491646003,6.754216632104196,38.04743412243182,31.51352857046052,3,111.15852796337228
27,132.82080160305765,30.354133021448362,11.737168631674288,13.892996056751475,45.18724595488259,11.785577575819001,6.904216842161347,38.892406000202705,31.33336193382528,3,111.63887636741342
28,133.41085041417327,30.517038048032084,11.98558707475834,13.06480329629862,46.143638901054885,12.035020599439733,7.050345338093141,39.71556797815112,31.15663968360839,3,112.10596934612104
29,142.34416469415137,51.14870218047536,18.34087672385363,14.358326124059829,62.48764781299851,16.297807163682094,16.18312652104732,35.85517576010061,48.55197714253583,2,150.26859877743473
30,142.92754280592504,51.48930445992559,18.692993542396817,14.749211962164003,63.68731520499093,16.61070016733237,16.493817831526602,36.54354036813122,48.33246008022301,2,151.49752676777015
31,143.48531992166855,51.819124611473804,19.034494533441265,15.440047951289673,64.85081431015757,16.914159886409504,16.79514223538935,37.21115175010091,48.11821856696401,2,152.81051758457946
32,144.01807872718422,52.137901162631366,19.3651546204901,16.376512053849595,65.97737828942746,17.207986316660747,17.08690113572656,37.85756989665365,47.90954472419964,2,154.1855561812999
33,144.52636956255296,52.44540661534417,19.684760424070337,17.497240680563728,67.0662801556691,17.49198984787526,17.36890625653265,38.48237766532557,47.706716661376895,2,155.59783015929432
34,145.01071279992436,52.74144461224735,19.993110487966334,18.7386685175483,68.11683354447136,17.765991464916286,17.640979842323237,39.085181222815834,47.50999846110588,2,157.02166647914254
35,141.4281738578546,51.78905988909852,20.29001549224147,14.417985753758805,60.63894161395745,15.815634155275028,17.90295484609541,34.794395141605065,48.887431777544855,2,150.40432355112603
36,141.85322471929976,52.04674234587125,20.57529845281239,14.290999095378664,61.49154110044538,16.038006136057824,18.154675105422697,35.28361349932722,48.73315597874255,2,151.145087111763
37,142.25651723319527,52.29339644501321,20.848794907355224,14.328984201032481,62.30891531807418,16.251190786876265,18.395995506489903,35.75261973112779,48.5845597107712,2,151.91724489369696
38,138.05368589640273,31.91799816176377,14.073568724892095,9.636050329575443,54.18221646048939,14.131613950593422,8.27856983817182,46.6343260369583,29.627581359633826,3,117.32126610813182
39,138.40134484301183,32.03133454398911,14.239889383993562,9.80036057011264,54.82253890673204,14.298620584971312,8.376405519996213,47.18544793040533,29.502648902011586,3,117.90285937970185
40,138.72921818057478,32.13928237493899,14.398074634688589,10.022408049959067,55.431540622043634,14.457458257149385,8.469455667463876,47.709612248592975,29.383425311380115,3,118.48118963078412
41,139.03761082512088,32.24175360483969,14.548049279341804,10.28981382429385,56.00893210099473,14.608051459346067,8.557676046671649,48.20656981584202,29.270032382506052,3,119.05125556300173
42,139.32681518559315,32.338671611764696,14.689746946731518,10.590631075157356,56.55445781920697,14.750333546597282,8.641027615724422,48.676100703771034,29.162581325227382,3,119.60824473684467
43,139.59711201340988,32.42997065417408,14.823110158802184,10.913691587874958,57.06789649034503,14.884246803784166,8.719476564001285,49.11801445248775,29.061172732695287,3,120.14767247840791
44,139.84877120342122,32.5155953547538,14.948090387566069,11.248849458523102,57.5490612851841,15.009742502769473,8.792994345627099,49.532150259139264,28.965896560305914,3,120.66547964982381
45,136.4647371981829,31.984798392757245,15.06464810209163,9.78757665504919,51.32548673673592,13.386531813787368,8.861557707112723,44.175554985498316,30.179525634729487,3,115.89278485942886
46,136.67317755072455,32.05413951046791,15.172752805527034,9.688471326516686,51.6938011165177,13.482594266886231,8.92514870913355,44.49256108072456,30.108872966930303,3,116.15932928624594
47,136.86432095807066,32.118099138651424,15.272383062118415,9.617310458557618,52.033242926150706,13.571126278416664,8.983754742422597,44.784716718774995,30.043623492162418,3,116.41266464212563
48,145.355911897543,54.25666621928869,23.045289771290133,19.704166755779454,68.87338166165273,17.963311667474837,20.33407920996188,39.519285668444645,47.36771522421727,2,160.08247897309082
49,145.52389643180638,54.36636866983807,23.16926983363797,20.192299131147198,69.24390970609309,18.05995148075597,20.44347338262174,39.73189325766314,47.29784390849108,2,160.6139945520966
50,145.67403933522388,54.46469583657835,23.28052349405572,20.636266158892955,69.57640349945618,18.146671335271375,20.54163837710799,39.922676937597025,47.235041273161876,2,161.093041864836
51,145.80656829198,54.551703320390665,23.379073069425296,21.032781747711855,69.87092973819666,18.223488626554314,20.628593884787026,40.09167497841949,47.17932875319372,2,161.5184606176937
52,145.92170414120642,54.62745524044658,23.46495444483796,21.379814123917562,70.12759566885435,18.29043132626777,20.704371568974672,40.238948917789095,47.130715879508834,2,161.88961737209544
53,146.01966148627488,54.69202388651631,23.538217023735317,21.676303266758,70.34654893904498,18.347537943340374,20.769015020942927,40.36458347534882,47.089200389636716,2,162.20629259178506
54,146.10064928476598,54.74548942920153,23.598923663085788,21.92190302529802,70.52797740372803,18.394857473437842,20.822579702722756,40.46868644156326,47.054768352327855,2,162.46857754108424
55,146.16487142184764,54.78793968395859,23.64715059366933,22.116755829877366,70.67210888696884,18.432449336826654,20.865132876767056,40.55138854101864,47.02739430631029,2,162.67678419966254
56,146.21252726962447,54.8194699250317,23.682987325560187,22.26130480600632,70.7792108994634,18.460383304699835,20.89675352255311,40.61284327033964,47.00704141331729,2,162.83137011728883
57,137.8697516936611,32.460368127822946,15.804357692608995,9.578760046961454,53.84568863722799,14.043841954676056,9.29668099565235,46.34467845043099,29.693065274436723,3,117.89578156037315
58,137.8839060538739,32.46525619744867,15.811942640118662,9.582443556290219,53.871530669525576,14.050581982086982,9.301142729481565,46.366920540887044,29.688041068471197,3,117.918547767597
59,137.8830779662307,32.464970172489366,15.811498815915643,9.582224734244296,53.87001855367056,14.050187597380935,9.300881656420966,46.36561907135709,29.688335073738543,3,117.91721437181415
60,137.8674424414986,32.459570832836945,15.803120480058174,9.578170531772276,53.841473435124534,14.042742560580706,9.295953223563632,46.34105044991633,29.69388472545096,3,117.89207240249189
61,137.83717385637996,32.44912500500133,15.786910285240266,9.570739955109147,53.78624505318769,14.028338089452866,9.286417814847216,46.293515695194465,29.704619559166527,3,117.84358663794974
62,137.79244640132333,32.433705476969465,15.762979156432795,9.560767130315705,53.70471133093415,14.007072752556171,9.272340680254585,46.22334008343537,29.720461389417807,3,117.7723887726304
63,137.73343453128035,32.4133909225851,15.73144616137596,9.54944274449686,53.59727793397785,13.979052354160427,9.253791859632917,46.13087276872941,29.741324499293803,3,117.67926992236312
64,137.66031342060117,32.388265833854945,15.692438372067617,9.53829322719972,53.464377798561046,13.944389811164216,9.230846101216246,46.01648637684192,29.767115840816384,3,117.56517221331477
65,137.5732594232145,32.35842045953979,15.64609071740198,9.52915681448381,53.30647062949215,13.903205022148802,9.20358277494234,45.88057657309105,29.797735245933737,3,117.4311791119078
66,145.81965039305825,54.56030286124224,23.388818740684513,21.07210996090998,69.90005574801674,18.231085169360917,20.637193006486335,40.10838737259402,47.17381514688628,2,161.5605658722043
67,145.69748054394228,54.4800707010846,23.297930800899653,20.7061215330298,69.6284271494021,18.160239959542633,20.556997765499695,39.952527910993794,47.22520603510681,2,161.1681277309734
68,145.56097887280248,54.39062942160411,23.196708550910827,20.301346076772315,69.3259133287767,18.081339375419894,20.467684015509555,39.77894662592377,47.28236384069622,2,160.73198814992446
69,145.4103344830154,54.29217109141539,23.085399058457558,19.86118481864025,68.99325267523835,17.99457600102409,20.36946975746255,39.588067202253,47.3451242254401,2,160.2541086394533
70,145.24573947347432,54.184896092188765,22.96425988142444,19.389989539222334,68.63121492883626,17.900150597230798,20.262582248315685,39.38033131390776,47.413315092735914,2,159.73685434693533
71,145.06738951965366,54.069013311428044,22.833558772824443,18.893170505827374,68.24060029888169,17.798271871800715,20.14725774072745,39.15619811796157,47.486756944166906,2,159.18303696687667
72,144.87548446812306,53.94474033691405,22.693573374526345,18.37727365463315,67.82223854861832,17.68915624064657,20.023741212817363,38.91614372942246,47.56526324747943,2,158.5959453353258
73,144.67022894562447,53.812303649371955,22.544590900067348,17.850017617270222,67.37698804727313,17.573027580592463,19.89228608829472,38.66066067730342,47.64864081552346,2,157.97935994668694
74,144.45183298373667,53.671938809742,22.386907806904087,17.320281811041834,66.90573479054244,17.450116973900425,19.753153947268313,38.39025734258094,47.73669019568743,2,157.3375478807354
75,144.2205126600563,53.52389063724544,22.22082945846706,16.79803808166553,66.40939139060436,17.320662444849088,19.60661422805917,38.105457378668,47.82920606932908,2,156.6752351354485
76,139.34314784866837,32.34416869879274,14.697779850929818,10.60902391797285,56.585383916388615,14.758399581819157,8.645752853488128,48.702718620003225,29.156480744262755,3,119.64033096168588
77,139.09584784621393,32.2612060353145,14.576500588889727,10.346554714223018,56.11846757438064,14.636620113877099,8.574412111111604,48.30084637579443,29.248481948845818,3,119.16169733898762
78,138.83681428838028,32.17493087311391,14.450268491139159,10.109328435682665,55.6324831749521,14.50986738267897,8.50015793596421,47.8825623628406,29.344001827808107,3,118.67723586991478
79,138.56629416995668,32.08551329175697,14.319308502567797,9.903968473930066,55.12829673957508,14.378367260880342,8.423122648569292,47.44861196090513,29.442839720664388,3,118.19020465575616
80,138.2845439112495,31.993128157012283,14.183850285958556,9.736969702903792,54.60679245326763,14.242350358488562,8.343441344681503,46.99975618301226,29.544791579253847,3,117.7038253323459
81,137.99183005345964,31.897954939736866,14.044127961416468,9.614502014340538,54.06887166141387,14.10205176121693,8.261251742009687,46.536770812015874,29.6496503552583,3,117.221204200772
82,137.68842996950266,31.800177508534812,13.900379840898236,9.542203853843999,53.515451847722176,13.957710763919348,8.176694024057786,46.060445520933854,29.757206392594167,3,116.74524934722385
83,137.37463258951007,31.699983894541255,13.752848158137864,9.524974211773097,52.94746559445831,13.809570599402047,8.089910681257566,45.57158297802676,29.867247823950088,3,116.27858713338125
84,137.05073913995682,31.597566026884284,13.601778794269,9.566772454136084,52.36585952611162,13.657878162914308,8.00104634957,45.07099793761722,29.979560970704817,3,115.82348181108559
85,141.2497033499174,51.681567645614194,20.1711314991739,14.519971899402451,60.28364373273036,15.722966619264824,17.79805720515344,34.590526562382614,48.9515009046182,2,150.11465589908508
86,144.91994628760926,52.6857441322926,19.93504066619468,18.494931590457956,67.91898877259568,17.714390291672863,17.589741764289425,38.9716586416803,47.54712197456403,2,156.74975072487987
87,144.54219789881952,52.4550347680935,19.694778400425495,17.53534049861351,67.10041155449508,17.50089187852869,17.37774564743426,38.501962132763126,47.70034133390515,2,155.64323844740284
88,144.15481137467435,52.2202999814463,19.450731179366667,16.657480676077387,66.26893893577173,17.284030132629912,17.162409864147058,38.02486629178581,47.855344196301175,2,154.55634548853024
89,143.7581673906399,51.981928511228816,19.203288813213398,15.887261435456724,65.425899005729,17.06415144152862,16.944078364600056,37.541133171362965,48.011845474326925,2,153.50051209608367
90,143.35266505315542,51.74031821605627,18.952844004392414,15.248134267224748,64.57262970754729,16.84160476283026,16.723097650934484,37.05153047822658,48.16956096976961,2,152.48621170898943
91,142.93872285735182,51.49587555947658,18.699791903971267,14.760035060683228,63.71047732696394,16.616741230016434,16.499816385857002,36.55683070603616,48.32820791155262,2,151.52252719420798
92,142.51677964420884,51.249015005939455,18.444529665433738,14.438466070409214,62.84079497197894,16.38991375592716,16.274584998912122,36.057810263039755,48.48750548953799,2,150.6167829530289
93,142.08729555148182,51.00015832503872,18.18745599631787,14.293774452079525,61.964941045278934,16.161476634343895,16.047755290868707,35.55524859555657,48.64717538284291,2,149.77425562441235
94,141.6507529518521,50.7497338025518,17.928970708215363,14.330672199545551,61.08427771107833,15.93178514011644,15.819680036660616,35.04992730825617,48.806942281238086,2,148.99798131614614
95,132.92232204078073,30.381917486357583,11.77964951042203,13.750176140685108,45.350794249756156,11.828233663303283,6.929205594365899,39.033171088900836,31.303225095201338,3,111.71851188085702
96,132.50629055916988,30.268700261933013,11.606244889478859,14.333789808270389,44.683199065417845,11.654113849891369,6.827202876164035,38.45857570464152,31.426022567148326,3,111.39307105312294
97,132.08554517562308,30.155931649554525,11.432700219233977,14.914374857879599,44.01506470144938,11.479853409556437,6.725117776019987,37.88351625153624,31.548331786474048,3,111.06429209460144
98,131.66063845492116,30.043813317271827,11.259281974736384,15.482407680688118,43.34741706741697,11.305719916400925,6.623107043962579,37.308875724123055,31.66995545751881,3,110.72919705254385
99,131.23214591777645,29.93254343424264,11.086255862386027,16.02886643624171,42.681279113643924,11.131980172708017,6.521326977874134,36.73553456993646,31.79070024210525,3,110.385015775321
100,130.8006664634763,29.822316051569494,10.913886520404214,16.545467020575792,42.01766967804338,10.95889990817664,6.419933247296596,36.16436969698292,31.910377078556856,3,110.02927967746788
101,130.36682270524966,29.71332049340285,10.742437220552496,17.024864456690768,41.35760233775788,10.786743480410125,6.319080717972057,35.596253485353415,32.028801485227554,3,109.65990164081927
102,129.93126120565654,29.605740764864688,10.572169571431807,17.46081310868003,40.70208426688233,10.615773576991609,6.218923277312827,35.032052804072315,32.14579384707997,3,109.275239409561
103,129.4946525985531,29.49975498354125,10.403343223691909,17.848281478096897,40.05211510154206,10.446250919477661,6.119613660995241,34.47262803427628,32.26117968381791,3,108.87414077972154
104,137.02084404763116,48.256108745896086,15.354323366218596,22.04949690947231,52.3124147967976,13.643938897751347,13.547932381957585,30.016665575052965,50.352521882914395,2,144.08541463800893
105,136.54568224566702,48.01751352873576,15.106562238670982,23.06429861760683,51.4682888418038,13.423776953465675,13.32931962235675,29.532309297624487,50.49653457272328,2,143.70908881329964
106,139.6758108575057,48.68502442916243,14.86210950098405,16.472951073765454,57.218041122543205,14.923406995403964,13.113626030280043,32.83149538988872,49.49874843539622,2,144.97053030061738
107,139.18745493462336,48.437805103199125,14.621338534009347,17.376089842723292,56.291090403430225,14.681642989251104,12.901181059420013,32.29961457635243,49.66220137667683,2,144.5093522763174
108,138.70142996668181,48.19514041287545,14.384617630797587,18.363400085660633,55.379732135370155,14.44394575100139,12.692309674233165,31.776680652203062,49.82195975336646,2,144.09323519978616
109,138.21865407459032,47.95744933036719,14.15230958178501,19.402000950261222,54.48536303516809,14.210679567389072,12.48733198392795,31.26349504825596,49.97781128498663,2,143.71035714331137
110,137.74007379625965,47.72513731517491,13.924771266191044,20.460639541165538,53.60935706187423,13.982202789551271,12.286562881933275,30.7608461370128,50.12955379646021,2,143.34954267756842
111,137.26666280761071,47.49859499811949,13.702353250081641,21.51080453375956,52.75306386935672,13.758867429433574,12.090311691248507,30.269508344753863,50.276995346493756,2,143.0007065088184
112,136.79942032427533,47.27819698792641,13.485399391545386,22.527558978478694,51.91780728625862,13.541018763337725,11.898881816069458,29.790241279342997,50.419954304899655,2,142.65518470255964
113,136.3393691636382,47.06430082101087,13.274246453421545,23.490086319770278,51.10488382502885,13.328994943052397,11.712570400077835,29.323788874715277,50.558259376422455,2,142.30595110074006
114,127.78130652745159,28.778990868950345,8.712815816007245,18.84801626678267,37.56895237885923,9.798601205866424,5.125185774121909,32.3353839793592,32.69616224836573,3,106.637593392266
115,127.37685788658071,28.696411384473045,8.580435097460617,18.960187381807028,36.998137499263095,9.649723289039427,5.047314763212127,31.844086853830113,32.79480041936742,3,106.19427798838926
116,126.98226629055213,28.617271778878948,8.452564303565758,19.025169124456294,36.44676904755579,9.505917320715005,4.972096649156328,31.369527158359517,32.88958180112345,3,105.74726990423903
117,126.59850270576472,28.541647582246103,8.32940655102173,19.047523900560595,35.91572284640537,9.367411729861976,4.899650912365724,30.912458708544523,32.98040132034702,3,105.29927504445635
118,126.22654224977394,28.469605801157986,8.211159020811872,19.032221981853816,35.40584912415703,9.234428270028435,4.830093541654042,30.473613291093834,33.06716076142827,3,104.85314824030132
119,125.86736052264372,28.401205347049803,8.098012736042998,18.984464151955315,34.91797155689375,9.107181769495424,4.763536903554705,30.053699839334904,33.14976854947435,3,104.41182039919708
120,125.52192965256503,28.33649753455156,7.990152346694505,18.909525059581803,34.45288634029201,8.98587988920161,4.70008961570265,29.653403634365315,33.22813949738061,3,103.97823385907584
121,125.19121407348997,28.275526643263074,7.887755921516756,18.812619744396766,34.01136129230457,8.870722888708178,4.639856424421621,29.273385532736988,33.30219451882759,3,103.55528693999273
122,124.87616605843226,28.2183305353779,7.790994747310251,18.698794306887287,33.59413498766859,8.761903400464321,4.5829380866530895,28.914281221532264,33.37186030968208,3,103.1457880898759
123,132.37053367169023,45.34818652565551,11.550049703713327,28.454142300743776,44.46685168553828,11.597686891907658,10.191220326805878,25.51491116219685,51.654811364586415,2,138.21219562528265
124,132.06078059945966,45.22402267829652,11.422542357573064,28.5336799956413,43.97595767251834,11.469653652667363,10.07871384491741,25.2332380358682,51.733424887520876,2,137.7881213430722
125,131.77111702755366,45.10919137214316,11.30419480314262,28.568168576084435,43.52032819167612,11.350817983911234,9.974289532184665,24.97179956460472,51.80606507644415,2,137.3779504329979
126,131.5025272976179,45.003818602718205,11.195220500987972,28.566699087633857,43.10078505067233,11.241394226605026,9.87813573616586,24.73106729853106,51.87267111345136,2,136.98626251225895
127,131.25595487909726,44.90801826934857,11.095821410682477,28.537914769653966,42.7181057791822,11.14158517328702,9.790430656484538,24.511487381231444,51.933187048936425,2,136.61741111771212
128,131.03229606679105,44.82189362252151,11.006187762729763,28.48984739308641,42.37302275081516,11.051581839050206,9.711342143585085,24.313480045910456,51.98756112088891,2,136.2754553778346
129,130.8323937532239,44.74553873373945,10.926497843623855,28.429803357247284,42.06622235561204,10.97156324571596,9.641027509079873,24.13743914057511,52.035745074463385,2,135.9641116567762
130,130.657031360164,44.67903995513362,10.856917794285662,28.36429087838464,41.798344224040086,10.901696219439145,9.579633347899113,23.983731682766123,52.0776934929259,2,135.6867217319834
131,130.50692701623996,44.62247733594569,10.79760142210007,28.298979313049504,41.569980503349555,10.842135201970008,9.527295372441237,23.85269744433402,52.1133631514807,2,135.44623395203115
132,122.77845824799314,27.85913461496493,7.165793351175223,17.50768518420781,30.898317473032204,8.05878981658445,4.215172559514837,26.59400639472869,33.81436491122915,3,100.29498381818452
133,122.69022542524438,27.8448358598405,7.140208160087325,17.444702153684002,30.787996212272944,8.030016215771544,4.200122447110191,26.4990535120461,33.83218245280544,3,100.1717551718359
134,122.62635494323952,27.834525270154092,7.1217225868367064,17.398624005318972,30.70828792555896,8.0092269825122,4.18924858049218,26.430449042290263,33.84504112001068,3,100.08244819377012
135,122.58720129453525,27.82822132450534,7.11040521317034,17.37018132993831,30.659488331799114,7.996499245165708,4.182591301864906,26.388447509046838,33.852907447007894,3,100.02766076714768
136,122.57304449595341,27.825945110183394,7.106315912459952,17.359861269752574,30.641855600097255,7.991900338484092,4.180185830858795,26.373271116997504,33.85574864139298,3,100.00784387657833
137,122.5840879706852,27.82772060434004,7.109505781360889,17.3679134019139,30.6556100550708,7.995487726754348,4.182062224329935,26.38510949828935,33.853532412857575,3,100.02330302374413
138,122.6204570188331,27.83357486555798,7.12001708129453,17.39434896413919,30.700933924527725,8.00730893798847,4.188245341937959,26.424119495361953,33.84622685653533,3,100.07419721405898
139,122.6821979021075,27.843538131788666,7.137883189819375,17.438932943014887,30.77797112978257,8.027401509234389,4.198754817540809,26.490424980473485,33.8338003937229,3,100.16053533188474
140,122.76927755824212,27.85764382178261,7.163128561945011,17.50116879124665,30.886827118845495,8.055792943068937,4.213605036438241,26.584116712127493,33.81622177160425,3,100.28216981638208
141,122.88158395009103,27.87592843833523,7.195768701432084,17.580275807709025,31.02756874267005,8.092500675321245,4.232805118489462,26.705252228560113,33.79346012249942,3,100.43878765324787
142,130.64894136761458,44.67598304902089,10.853715213165435,28.360985557948926,41.786014519550754,10.898480429548098,9.576807541028325,23.976656945005818,52.079621496527,2,135.6738312367138
143,130.82831410648043,44.743986575024564,10.924875658852915,28.428413983555753,42.05997706217468,10.969934370383235,9.639596169576102,24.13385561484312,52.03672436309646,2,135.95770310286906
144,131.03462181911655,44.82278542208515,11.007117256341264,28.49045221140209,42.376601233646454,11.052515166278296,9.712162285006999,24.315533365812254,51.98699822881411,2,136.27904641385922
145,131.26736956735812,44.91243345938459,11.100409424187513,28.539814135605855,42.73576929763391,11.146192109659781,9.794478903694865,24.521622641251522,51.9303988120457,2,136.6346774131625
146,131.52598341608086,45.012978555568026,11.20470816460598,28.568083776970855,43.137311865860724,11.250921021276918,9.8865072040641,24.752026246809223,51.86688295959928,2,137.02089420294703
147,131.80981517554733,45.1244609305693,11.319956110715433,28.565752252733525,43.58100808000466,11.366644297643695,9.988196568278322,25.006617454816134,51.796409249657984,2,137.43349325598123
148,132.118147622118,45.24691138197164,11.446082588750118,28.522311011933283,44.06658585120547,11.493290973506495,10.099484637132456,25.28524014171429,51.71893864822218,2,137.86780864208015
149,132.45020011334339,45.38034941974775,11.583003695165655,28.42641893196632,44.59372215691695,11.63077679926795,10.220297378087341,25.587708958389495,51.6344352079719,2,138.318780979797
150,132.80513451055043,45.52478134590229,11.730622388554252,28.266161675930704,45.1620433947739,11.77900433328134,10.3505491663714,25.913809533218952,51.54286679815217,2,138.78106344505537
151,125.31468384040946,28.29817779810001,7.925885730844829,18.85158233384193,34.175773925500565,8.91360440985489,4.66228572402637,29.414894552521144,33.2746579797746,3,103.71404964458097
152,125.67660016191185,28.365341421756067,8.038332890417717,18.94649435634357,34.66063692184331,9.04006466066874,4.728431112010422,29.832213380206845,33.19317758573525,3,104.1734471797806
153,126.05713078155844,28.437201753164228,8.157665899727103,19.013634327532756,35.17519114158634,9.174268871294931,4.798626999839473,30.275087275273272,33.10626612997139,3,104.64624201354836
154,126.4554073096711,28.513786731076863,8.283785837815966,19.045857349900796,35.71901004561736,9.316105793311678,4.872815198715275,30.743149117928542,33.01392504401672,3,105.12900165218679
155,126.87053527398696,28.59511778496501,8.416585476869137,19.035769362590298,36.29163127632811,9.465454836243856,4.950932633452434,31.236000959604727,32.91616130670167,3,105.61816231291363
156,127.30159912395581,28.681208906089868,8.555949400921076,18.975933351659563,36.89255716947268,9.62218620106403,5.0329114123065155,31.753214463511306,32.812987897982,3,106.11011347144346
157,127.74766709511107,28.772065750842533,8.701754133735037,18.859131717868376,37.52125530557195,9.78616102400785,5.118678902197081,32.29433137922591,32.70442423351769,3,106.60130485139197
158,128.20779589209,28.867684789573868,8.853868275711587,18.678685644112207,38.177159100252055,9.957231530544025,5.20815780924211,32.85886405079528,32.590496575830976,3,107.08837617877336
159,128.6810351549259,28.968052513606292,9.012152649674386,18.428828640544427,38.85966843286079,10.135241199327824,5.301266264514345,33.44629595778182,32.47123841845364,3,107.56830856136683
160,129.16643167937949,29.073144712345798,9.176460455371261,18.105126827138093,39.56815031266365,10.320024935955976,5.397917914924272,34.05608228865472,32.34669084005381,3,108.03859450753369
161,137.94097281456214,47.82225478641205,14.019956148778382,20.014435422497172,53.97581194001693,14.077780254013264,12.370549543039749,30.971116558829184,50.066186736866676,2,143.49942516268752
162,138.4925937419531,48.091910512704246,14.283783048315243,18.80728549993515,54.991526323357576,14.342695284942316,12.603337983807567,31.553929626873096,49.88972200488361,2,143.9245689503172
163,139.05372661155988,48.37070009700883,14.55591839473964,17.640221122797747,56.039227623201846,14.615953030234643,12.843457407123212,32.155096666516215,49.70644663967721,2,144.39110957845858
164,139.6233397210894,48.658299708981964,14.836098818884338,16.56479539055138,57.11790188740244,14.897289034479485,13.090675428427357,32.77403587585487,49.51645253381016,2,144.91853920568
