timestamp,PktIn,KBIn,AVG_RR,Inter,CTXSW,KBOut,CPU,SUM_RR,PktOut,vm_number,AVG_LAT_05
1571923838,0.2833333333333333,0.029443359375,18.306461573078657,5850.916666666668,3303.9,0.4409423828125,53.40833333333325,73.2258462923146,0.25,5,364.25
1571923853,0.2749979167708281,0.029329193126932194,18.71273109952749,5962.804675182908,3399.196491008783,0.4401411574115304,54.40015270069825,74.85092439810995,0.2333312501041615,5,457.25
1571923869,0.26666458343749483,0.02875953166859886,16.774531516194156,5218.388008516241,3114.729824342116,0.44032019386986376,49.27515270069827,67.08825773144328,0.2333312501041615,5,510.33333333333326
1571923884,0.2833333333333333,0.029443359375,11.109657222222221,4509.916666666666,2845.7833333333333,0.4425130208333333,49.31681936736498,33.315845,0.25,5,540.0
1571923900,0.3,0.030126953125,1.9246631839428097,775.5250000000003,1292.525,0.4412841796875,42.54181936736509,1.9246631839428097,0.25,1,450.0
1571923915,0.275,0.02978515625,8.85,2737.4500000000007,2167.95,0.43935546875,48.65431936736474,8.849999999999998,0.2,1,318.0
1571923931,0.3,0.030126953125,8.85,4487.15,2814.4,0.440771484375,56.70015270069824,8.85,0.25,1,318.0
1571923947,0.25,0.028076171875,19.428399969994746,4602.924999999998,2879.6000000000013,0.442724609375,49.95000000000032,19.428399969994746,0.25,1,774.0
1571923962,0.275,0.0291015625,22.0,4629.15,2892.825000000001,0.4438232421875,49.91250000000008,22.0,0.275,1,755.0
1571923977,0.3,0.030126953125,22.22444438889028,4636.325,2840.1,0.443505859375,49.82500000000015,22.22444438889028,0.275,1,758.0
1571923993,0.25,0.028076171875,22.175,4731.6,2783.0,0.440771484375,49.975000000000016,22.175,0.225,1,810.0
1571924024,0.275,0.0291015625,22.275,4556.65,2777.2250000000013,0.4420166015625,49.76249999999993,22.275,0.25,1,814.0
1571924040,0.25,0.028076171875,22.225,4706.025,2929.825,0.440576171875,49.68749999999972,22.225,0.225,2,822.0
1571924055,0.3,0.030126953125,22.150553763844094,4551.549999999998,2846.7,0.4428955078125,49.92499999999951,22.150553763844094,0.275,2,808.0
1571924071,0.25,0.028076171875,22.150553763844094,4541.475,2838.125,0.441064453125,49.950000000000045,22.150553763844094,0.225,2,808.0
1571924086,0.3,0.030126953125,22.225,4663.85,2816.65,0.442724609375,49.787500000000755,22.225,0.275,2,812.0
1571924102,0.275,0.0291015625,22.125,4617.325,2753.9,0.441650390625,49.6249999999995,22.125,0.25,2,815.0
1571924117,0.29999333366665004,0.031037795440957118,21.85,3171.241051280769,2199.048180924287,0.4364023896786932,33.96829116877452,21.85,0.2333291668749896,2,818.0
1571924133,0.31666666666666665,0.031722005208333334,21.625,3534.2333333333336,2406.333333333333,0.437255859375,34.25000000000022,21.625,0.25,2,729.0
1571924148,0.3,0.031168619791666668,21.625,3885.2,3873.4666666666662,0.447900390625,34.03333333333345,21.625,0.25,2,729.0
1571924164,0.3,0.030712890625,21.625,3862.25,3841.883333333333,0.4489095052083333,33.99166666666642,21.625,0.26666666666666666,2,803.0
1571924179,0.3,0.030126953125,21.675,3035.416666666667,2101.866666666667,0.4392578125,34.10833333333317,21.675,0.26666666666666666,2,819.0
1571924195,0.26667166691667915,0.02921601972025685,22.07500000000001,3195.525973798689,2231.8858801273395,0.4372467313144303,34.256712418954265,22.075,0.216670000166675,2,819.0
1571924210,0.31666666666666665,0.031266276041666666,22.075,3267.666666666667,2246.733333333333,0.4393229166666667,34.233333333333576,22.075,0.26666666666666666,2,819.0
1571924226,0.25,0.028076171875,22.275,3238.5333333333333,2224.9666666666667,0.437646484375,34.13333333333318,22.275,0.21666666666666667,2,869.0
1571924241,0.26666666666666666,0.028759765625,22.125,3252.2833333333333,2268.583333333333,0.4382161458333333,34.27500000000028,22.125,0.2333333333333333,2,850.0
1571924257,0.2999950002499875,0.030126451034219126,22.325,3380.7073371331435,2242.897509291202,0.43929945999444814,34.226623668816536,22.325,0.2666625002083229,2,855.0
1571924272,0.25,0.028076171875,22.100000000000005,3377.583333333333,2322.0166666666664,0.43751627604166665,33.849999999999696,22.1,0.21666666666666667,2,854.0
1571924288,0.2833333333333333,0.029443359375,22.1,3171.133333333333,2256.8166666666666,0.4388834635416667,34.091666666666946,22.1,0.25,2,854.0
1571924303,0.26666666666666666,0.029215494791666668,22.024449388765287,3159.433333333333,2243.5666666666666,0.4373860677083333,34.174999999999855,22.024449388765287,0.21666666666666667,2,844.0
1571924319,0.2833333333333333,0.029899088541666667,22.19944501387465,3294.4833333333336,2230.416666666667,0.4381022135416667,34.23333333333313,22.19944501387465,0.2333333333333333,2,866.0
1571924334,0.2833383335833459,0.029443861515992462,22.250556263906606,3417.22592046269,2252.3024659566313,0.4390045796235124,34.081703251829055,22.250556263906606,0.2500041668750104,2,853.0
1571924350,0.2999941669583188,0.03058212323758812,22.250556263906606,3218.690277986101,2239.596728496909,0.4390390351901676,34.026625335400354,22.250556263906606,0.24999583354165625,2,853.0
1571924365,0.26666666666666666,0.028759765625,22.0,3271.366666666667,2256.583333333333,0.4381998697916667,34.06666666666652,22.0,0.2333333333333333,2,864.0
1571924381,0.26666666666666666,0.028076171875,21.924451888702784,3279.7833333333338,2258.133333333333,0.4376139322916667,34.09999999999982,21.924451888702784,0.21666666666666667,2,863.0
1571924396,0.26667166691667915,0.028760267765992463,20.625515637890945,3434.858762104772,2279.018316749171,0.4382884419286068,34.18170491857924,20.625515637890945,0.23333750020834376,2,711.0
1571924412,0.28332916687498955,0.029442891462197723,20.625515637890945,1654.2077937769775,1645.1481542589536,0.4392018192059147,16.384957418795608,20.625515637890945,0.24999666683332505,2,711.0
1571924427,0.26666666666666666,0.028759765625,14.075351883797095,3226.7666666666664,2304.433333333333,0.43857421875,28.066666666667015,14.075351883797095,0.2333333333333333,3,97.0
1571924443,0.26667166691667915,0.028760267765992463,14.6,3913.926565494941,3875.531033218328,0.4378326761390153,33.56531493241331,14.6,0.216670000166675,3,166.0
1571924458,0.2833383335833459,0.029443861515992462,20.85,4004.176565494941,3890.3476998849933,0.4384511657223486,38.165314932413295,20.85,0.2333366668333417,3,243.0
1571924474,0.2999941669583188,0.030126416856240526,19.325,5442.9644151125785,8565.785582387547,0.4413989066171691,49.13418829058531,19.325,0.24999583354165625,3,124.0
1571924489,0.24997917187369825,0.028073832778784467,11.80520125,4255.773648254603,2880.3691493793212,0.4407186777524369,40.33308131300488,23.613605,0.21665000416562527,3,188.5
1571924505,0.31251562890722684,0.031324997387042065,14.64809281842954,4458.60795823956,2787.17099899975,0.4377715064752517,44.5376734808705,29.308988136859078,0.23751250312578145,3,286.0
1571924521,0.2875156289072268,0.029957809887042074,17.095683333333334,4444.40795823956,2703.8959989997493,0.4372832252252517,43.1001734808705,34.200612916666664,0.22501250312578144,3,252.5
1571924536,0.2750031251562578,0.029443710344696925,20.437756568914228,4590.131089679485,2836.0149063703184,0.4396662087743059,47.22487405620269,40.875513137828456,0.2625037501875094,3,235.0
1571924552,0.29999625018749065,0.030468373431914338,20.962756568914227,4343.439194290287,2797.108665191741,0.4393377059662642,48.168852494875146,41.92551313782845,0.2499962501874906,3,250.0
1571924567,0.275,0.029443359375,21.5375,4483.875,2765.55,0.438232421875,46.68749999999999,43.075,0.225,3,390.5
1571924583,0.3125,0.0309814453125,20.9125,4433.675,2760.1125,0.43953857421875,43.10000000000022,41.825,0.2625,3,464.5
1571924598,0.3,0.030468750000000006,21.3125,4426.525,2765.262500000001,0.44085693359375,45.95000000000018,42.625,0.275,3,452.5
1571924614,0.2875,0.0299560546875,21.525,4387.3,2791.3625,0.43935546875,48.70625000000013,43.05,0.25,3,511.0
1571924629,0.2750031251562578,0.029101913469696924,22.3,4545.330376518827,2769.265425146257,0.4395563229089189,49.2124674983745,44.6,0.25000312515625783,3,588.0
1571924645,0.3,0.03046875,22.26136761323868,4549.2125,2836.9875,0.43924560546875,48.868750000000105,44.52273522647736,0.25,3,805.0
1571924661,0.3,0.03046875,21.58636761323868,4555.6625,2841.700000000001,0.43931884765625,48.90625000000014,43.17273522647736,0.25,3,613.0
1571924676,0.2625,0.0285888671875,21.76250000000001,4499.175,2780.3875,0.4398681640625,47.200000000000344,43.52500000000001,0.25,4,787.5
1571924691,0.2875,0.029614257812500006,21.513608860886087,4599.575,2946.7625,0.43984375,49.36874999999979,43.027217721772175,0.25,4,785.0
1571924707,0.31248000268711257,0.030979682846463942,21.7375,6408.500775329147,8348.798680608108,0.4415306283754367,61.2203613317684,43.475,0.2374862518122407,4,381.33333333333326
1571924738,0.27501125168775314,0.029444540582454555,16.371755440005778,5506.957725533829,3404.8730872130823,0.4400554986812475,58.030066697504424,49.1246158525407,0.2125075011251688,4,561.0
1571924754,0.275,0.0291015625,19.005437997550274,6511.925,3601.3375,0.44296875,69.28750000000004,57.038684266727294,0.25,4,432.0
1571924769,0.2699975001249937,0.028896203627318637,21.40850333758345,5245.188458577071,3100.818311584421,0.4393315343998425,57.85005474726269,64.22551001275032,0.2399980000999949,4,478.66666666666674
1571924785,0.2600030001500075,0.028486629409595482,21.082825246439853,5270.420219510976,3129.682447622381,0.4395845661423696,54.08475248762451,63.24847573931953,0.2400035001750088,4,678.3333333333334
1571924800,0.2899800049987503,0.030261824192389406,21.09949191310652,5281.914328917771,3109.624776305924,0.4395000785936328,58.259910022494495,63.29847573931957,0.2399875031242189,4,417.33333333333326
1571924816,0.2800100032507752,0.02930776403695229,20.816495837604066,5159.838953947276,3082.874736690773,0.44151112323694464,57.39607622657131,62.449487512812176,0.2700080026006201,4,526.6666666666666
1571924831,0.2800055002750137,0.029307222685353018,21.250000000000004,5149.4804025201265,3095.559386969349,0.4403799433135721,53.5340022001099,63.75000000000001,0.2500050002500125,4,550.6666666666666
1571924847,0.30000000000000004,0.030673828125,20.441837504270946,5239.6100000000015,3112.450000000001,0.44052734375,54.51999999999993,61.32551251281282,0.25,4,437.33333333333326
1571924862,0.28999750012499376,0.030263391127318632,20.691837504270946,5251.7162096895145,3086.557176641168,0.4402397038351207,56.22508349582554,62.07551251281282,0.22999750012499376,4,400.33333333333326
1571924878,0.2599975001249938,0.02848604737731863,21.141848598903152,5278.766209689516,3141.787176641168,0.4411186100851207,56.765083495825365,63.425545796709464,0.2499975001249937,4,428.66666666666674
1571924893,0.2799995002749987,0.029306620146289014,21.34947316451266,5315.33790882307,3176.770346321301,0.44100585200654296,55.654938490524756,64.04841949353798,0.25999950027499874,4,296.0
1571924909,0.28,0.029306640625,21.05815625442697,5327.88,3133.14,0.440615234375,53.045000000000016,63.1744687632809,0.25,4,409.66666666666663
1571924924,0.2799875031242189,0.02930523716727068,20.59254922438932,5343.105701074732,3093.253874031493,0.4411986749406399,53.06033366658343,61.77764767316796,0.25999000249937515,4,314.0
1571924940,0.280017504376094,0.029581755790510124,20.758877124117642,5352.507541885471,3150.565106276569,0.441985332758971,51.88415728932245,62.27663137235293,0.270017504376094,4,336.6666666666667
1571924955,0.31001750437609404,0.030812224540510125,20.61683854596365,5367.197541885472,3180.7151062765693,0.44305955150897103,53.5941572893223,61.85051563789095,0.290017504376094,4,260.3333333333333
1571924971,0.2899970001499925,0.030263370620531468,20.233333333333327,5224.028343582821,3038.679266536673,0.4408256154575084,49.94520398980053,60.7,0.2499970001499925,4,182.0
1571924986,0.310006000300015,0.03135803811674959,19.683333333333334,5211.823824691235,3046.8430056502825,0.4407412836462136,49.98961348067378,59.05,0.2500050002500125,4,246.66666666666663
1571925002,0.3000030001500075,0.03012725440959548,19.383168337458233,5208.610140507025,3076.960782539127,0.4428560202424184,50.7148692434619,58.1495050123747,0.2900030001500075,5,207.66666666666663
1571925017,0.29999750012499377,0.03012667237731864,18.79104189836882,5253.646639668016,3439.3973376331182,0.4420854186782848,48.70521923903792,56.37312569510646,0.2799975001249937,5,225.0
1571925033,0.2900030001500075,0.02971709815959548,17.058333333333334,6559.896376318816,7245.329962498125,0.442631414285558,55.019669233461855,51.175,0.2500030001500075,5,225.0
1571925049,0.2899970001499925,0.029989919449340038,14.267012514479818,4422.334333783311,2881.25807359632,0.44195848264227416,34.39056122193891,42.801037543439456,0.2399980000999949,5,180.5
1571925064,0.2833333333333333,0.029899088541666667,9.589217006222167,3581.308333333334,2483.241666666667,0.43880208333333337,26.66666666666652,38.36484762590862,0.225,5,115.25
1571925080,0.30000000000000004,0.03058268229166667,9.736669940614377,3538.691666666666,2458.7833333333333,0.43907063802083335,26.129166666666652,38.957129239983615,0.2333333333333333,5,94.0
1571925095,0.2749850032492127,0.029327909669313805,8.268749999999999,2913.1756118500834,2185.7772187667388,0.438422103155399,20.142373736099685,33.075,0.21665458602017829,5,103.25
1571925111,0.28334625272982417,0.029672656555656474,6.5065536410511005,2344.112482579097,1930.5774665304486,0.4390192263426828,15.745115399733107,26.0262145642044,0.2250100021671918,5,78.5
1571925126,0.28333083345832705,0.02944310832960956,6.0187500000000025,2793.2077108644567,2159.294280702632,0.4406782810273549,20.22977851107428,24.075,0.2583291668749896,5,127.5
1571925142,0.27500000025,0.0291015625251058,7.09375,3039.293402116192,2263.7693519531517,0.4402262548441773,22.150070775250068,28.375,0.241666666875,5,153.75
1571925158,0.2666737503541844,0.028760501745790413,8.59989781760912,3916.012589379469,2566.204946080637,0.4388131239244254,27.890123464506484,34.39959127043648,0.21667250029168128,5,121.25
1571925173,0.2999970834791594,0.030582391371967863,11.156180470488238,4340.328794393614,2727.673893388664,0.4391891363276889,31.8966489175542,44.62472188195295,0.23333166674999584,5,141.0
1571925188,0.2833308337083271,0.029443108354715364,12.312571416019864,4766.581733072246,2909.8070256819756,0.4393191383239855,37.170780337895614,49.250285664079456,0.2333312503124948,5,197.25
1571925204,0.2749925011248313,0.029328639847903026,13.612341106284747,4901.812939725708,2932.9834724791276,0.4388643310762501,38.04697191254644,54.44936442513899,0.21666166741655413,5,200.75
1571925219,0.3083266680415,0.03115159071936307,13.981173760468392,5181.208665522822,3012.4108273517168,0.4396618924809131,39.58447354737992,55.92469504187357,0.2333291676248896,5,222.75
1571925235,0.2833462513960157,0.0294446318935119,15.356349221230529,5482.222345960171,3157.992287684824,0.4396831693451564,44.46953444675312,61.425396884922115,0.2333441678334855,5,182.5
1571925251,0.2916466729145174,0.029783148413887364,16.099563168683133,5275.925083542082,3102.87779096038,0.4409136031247444,44.51845008411234,64.39825267473252,0.258316671873209,5,209.5
1571925266,0.2666795889809183,0.02876118715620252,16.099901721206972,5646.789076552104,3221.2620916823303,0.4391245099953479,45.531985889247636,64.39960688482788,0.21667708785556825,5,230.0
1571925282,0.2833241675832417,0.029670254003245505,16.644292546379443,5763.334135753092,3225.586224710861,0.439454680834,46.59365521781176,66.82868533703292,0.224992500749925,5,288.25
1571925298,0.2916666674166292,0.03001302090864695,16.956771942027814,5658.550042337425,3236.323895051659,0.4419759898767354,47.99707502706745,67.82708776811128,0.2666675006666375,5,267.25
1571925313,0.2916704173125406,0.029785607167403725,17.174549420057993,5672.416137007407,3273.460324097093,0.4405102029231687,49.26093877272343,68.69819768023197,0.2500025005416979,6,332.0
1571925329,0.28332916687498955,0.029670756045531058,17.1877303240162,5974.749426278687,3998.254937253137,0.4392504589451517,51.72543247837625,68.7509212960648,0.21666333349999164,6,335.75
1571925344,0.3000008335833354,0.03012698732979338,16.06912878787879,6713.574751070021,6641.240913850519,0.4429688305317589,55.07912310234372,64.27651515151516,0.25833500025000417,6,270.5
1571925360,0.2916691667916729,0.029785407320496237,15.419128787878787,5982.443360918046,6284.902850142507,0.44293992165428586,44.4037826891345,61.67651515151515,0.2583358334583396,6,299.6
1571925375,0.29164210105107097,0.029782367710955982,12.87514236616611,6307.586010386709,3410.266427892486,0.44360784567619854,49.428011545587104,64.38951114086504,0.266642517738572,6,329.8
1571925391,0.283345854801987,0.02973773434462418,13.564042782474422,6466.982077057756,3472.6153329894005,0.44861470284408,48.47789421769697,67.8259636248865,0.26668168738554515,6,354.2
1571925406,0.2928657176081021,0.030030285318833377,14.234491093909195,5730.830037590812,3155.6764713002576,0.4401804128214598,42.377489614851754,71.17245546954598,0.2428639312329101,6,359.0
1571925422,0.29285500010713744,0.02983376919323677,13.895777088699393,5938.881609490954,3244.555709357389,0.44036386141072414,43.297111930117616,70.47852420252798,0.2499982143749956,6,416.4
1571925438,0.3,0.030517578125000007,14.146388938546126,5753.5142857142855,3158.0071428571428,0.43980189732142855,41.4821428571429,70.73194469273065,0.2357142857142857,6,398.0
1571925453,0.2642857142857143,0.028662109375,14.245,5823.5428571428565,3221.442857142857,0.440234375,43.282142857142745,71.225,0.2285714285714285,6,403.6
1571925469,0.28570036305128754,0.029539426583030274,14.575370281609276,5831.570952486349,3231.599440886251,0.4425956431021392,44.237778280775224,72.87685140804638,0.27141821905174623,6,386.0
1571925484,0.28572679409246826,0.030128132117051374,14.495,5741.216505068246,3182.605985891753,0.4401695029403846,41.853220730748795,72.47500000000002,0.22857679059109984,6,489.6
1571925500,0.2785860799139022,0.029640066070333863,14.13,5639.570680680846,3121.293918873634,0.4392170156546782,40.002980530560755,70.64999999999998,0.21429286210896145,6,506.8
1571925516,0.28571642885714826,0.029541230848336895,12.665,5311.315213500717,2996.090928133496,0.4402933253188381,36.04932599755169,63.325,0.2357160716607188,6,417.2
1571925531,0.27142178733900096,0.028954290778288268,12.67,5633.899950808649,3098.420903717403,0.4393847670580913,39.56563040378747,63.35,0.2214232155890581,6,365.2
1571925562,0.2785692862499626,0.029247831736272045,13.444930751731205,5521.441833149945,3096.84972928982,0.4407822831568574,38.903962952764935,66.22434626634336,0.2428553575892545,6,386.6
1571925578,0.2714092991000593,0.02895314273654102,12.934739259768342,5510.787563046267,3109.6693425797607,0.4411403864575025,37.85271354712436,64.67369629884172,0.2428371561714807,6,386.8
1571925593,0.2857096650216864,0.02973575804196902,12.524806889483287,5329.673230975454,2997.183878489162,0.4412089732213644,36.92521675983795,62.62403444741644,0.2428571634329693,6,393.6
1571925609,0.2928885815035299,0.030227730490689962,12.370240634078504,5153.751784536332,2976.3397889315816,0.44125531837718346,38.45686559767666,61.85120317039252,0.25002822319950024,6,300.4
1571925625,0.2857142857142857,0.029736328125000006,12.08523691314518,4784.585714285714,2933.514285714285,0.4408621651785714,39.31428571428571,60.4261845657259,0.24285714285714285,6,300.8
1571925640,0.2928550001071375,0.03002908169323677,12.08523691314518,4982.985180383838,3001.5879727442198,0.4413472856630606,40.271787839179495,60.4261845657259,0.2499982143749956,7,262.0
1571925656,0.27856678633924203,0.02924760190533885,12.689812379690508,5224.168285487785,3146.1816704282323,0.4407651725417199,40.697863935040964,63.44906189845254,0.2357103576606777,7,230.2
1571925671,0.2928460765522638,0.030000382049401343,12.634751778016264,6211.703441561392,6034.878083230528,0.444113634655137,48.62579968946386,63.17375889008133,0.2714160764808263,7,205.8333333333333
1571925687,0.2937628159541417,0.03021370792837058,11.320102252556314,3855.311609490554,2905.1772222208065,0.4396799880245407,30.15971847714933,56.60051126278157,0.2250106278758472,7,209.5
1571925703,0.3062612533760128,0.030726227756022118,8.338371752690735,3547.234390317095,2716.720938781635,0.43952464547958137,27.4100899019707,50.03221384947775,0.231259377813344,7,238.8333333333333
1571925718,0.28749843757812105,0.029784980782699144,8.067609181126446,3813.852424878756,2534.073193215339,0.43942605848223215,29.781851376181322,48.40859133675868,0.2312487500624969,7,192.0
1571925734,0.29375250012500626,0.03038353181086788,7.9923621106059635,3777.284827678884,2506.395047252363,0.4406948231322699,29.386895282264014,47.967975651894406,0.2437515625781289,7,167.5
1571925749,0.2624984375781211,0.028588691720199143,7.983267084989543,3483.311150692465,2407.1335526973653,0.4412264488093954,26.26606794660276,47.899602509937246,0.2374981250937453,7,128.83333333333334
1571925765,0.2812481250937453,0.029357721872207174,7.0459120950114915,2897.1524314409276,2196.135713214339,0.44092138471689696,21.859981375931202,42.275472570068935,0.2437484375781211,7,135.83333333333331
1571925780,0.2812481250937453,0.029357721872207174,6.120966886527149,2654.071181440928,2093.1294632143395,0.4409885233887719,20.381856375931235,36.72580131916289,0.2437484375781211,7,124.16666666666666
1571925796,0.2625018750937547,0.02875996247322132,4.033348751177093,1891.6973761188065,1775.5887991274565,0.4392177659420081,14.105640438271791,24.20009250706256,0.20625125006250314,7,95.66666666666669
1571925811,0.3062478126093695,0.030553989573470542,3.3999712513697737,1901.6589933003347,1832.7424528773565,0.44167821790795225,14.52560825083741,20.399827508218642,0.2624984375781211,7,94.83333333333331
1571925827,0.2562437514060001,0.028331817784853518,4.029153021174471,2712.133166954369,2124.9469714592387,0.4403331338862316,21.726706611314878,24.174918127046823,0.2249950011248001,7,101.66666666666666
1571925843,0.2687587510001344,0.02884613077856278,5.562464281772611,2969.7182164371043,2227.8583637928523,0.44187794770647176,23.185320235149607,33.37478569063566,0.2500090636095289,7,141.66666666666666
1571925858,0.2875087510001344,0.029786072184812787,6.349699959781423,3143.1619664371037,2298.8396137928517,0.4413652523939717,24.250945235149487,38.09819975868853,0.2500090636095289,7,165.66666666666666
1571925874,0.2812496876718742,0.029528795794555637,7.170771878072762,3462.085661831964,2411.071049524021,0.4402587783517761,27.318799179132967,43.02463126843657,0.23124968764062426,7,179.5
1571925889,0.28122158655894425,0.0295258371820532,8.037669180928443,4291.0509201606665,2710.3695084446967,0.440388533190746,31.99211487977466,48.22601508557065,0.23123126604971336,7,171.83333333333337
1571925905,0.287526274206706,0.029787786244818117,9.417117803070107,4245.454021168537,2709.4622436547306,0.4405661178057256,32.9488276089098,56.50270681842065,0.2375222076566308,7,208.0
1571925921,0.275026274206706,0.029275090932318112,9.670835939507814,4250.697771168539,2702.330993654731,0.4401693892901006,33.2644526089098,58.02501563704688,0.2250222076566308,7,211.0
1571925936,0.2812500001875,0.029357910175079344,9.757976510257064,4413.771164926771,2746.1757947809547,0.4419249844041442,34.630982921476004,58.54785906154239,0.25000000015625,7,214.83333333333331
1571925952,0.26249687531246874,0.02875941470794327,10.149917089702916,4648.692303269672,2858.806539971002,0.43919738580341183,35.166394610538866,60.8995025382175,0.20624750024997496,7,238.66666666666663
1571925967,0.2812543758750156,0.029358312469514137,10.699649312408102,4845.335379298203,2908.7845592527724,0.44215634569170936,37.486681714418545,64.1978958744486,0.2562525008437516,8,248.0
1571925983,0.2749990632656274,0.02927231117771894,11.162888402135275,4976.3683595064285,3433.807890013767,0.4414095325033189,39.0533025109758,66.97733041281167,0.23749812574999066,8,233.33333333333331
1571925998,0.27500062553127963,0.029272486627474805,11.320697934155286,5214.147376225829,3520.7322093212206,0.4403137520531729,40.15009257295722,67.92418760493172,0.21875031295314928,8,228.33333333333331
1571926014,0.31250250031250626,0.030810769378098093,11.775239118388484,6046.747503641463,5425.1703465238315,0.4426175492445443,47.274721362038406,70.6514347103309,0.2562521877656305,8,212.7142857142857
1571926029,0.2624893769684188,0.02875862752941447,10.362521195364751,5109.328492654116,3066.104668917933,0.4414873119985572,37.927146182046116,72.54058670088658,0.21874125149976253,8,347.8571428571428
1571926045,0.31103405236010345,0.030879472766964407,9.66107617017695,5067.085944906213,3601.53395396741,0.4414729359088629,38.76155644119218,67.62996985790531,0.2554906956578695,8,329.42857142857144
1571926060,0.3110371078184445,0.030879727478078864,9.671141638607846,4735.50224848864,2820.309253890043,0.44240296128476375,35.497030200405874,67.70196480358824,0.27215875114398397,8,287.99999999999994
1571926076,0.2778362532335677,0.02952588130390002,10.004086931883908,4943.894815541391,2897.265056226598,0.4415634415256123,36.66745339443215,70.03699018985401,0.2389356692535209,8,378.8571428571429
1571926091,0.2888880580972619,0.02967109103367923,10.017857142857142,4796.492315961221,2798.331585510057,0.4419463720559458,35.2197177171736,70.125,0.2555547243194841,8,388.4285714285714
1571926107,0.2833400013336001,0.029639341496771575,9.828784933821996,4846.472404480896,2826.706088995577,0.4439660013165827,35.06834700273393,68.80149453675396,0.23889444555577785,8,437.4285714285714
1571926122,0.2944511124447112,0.029899758163438244,9.875104739998358,4911.183515592007,2843.5005334400207,0.44094408291380505,35.24612478051122,69.1257331799885,0.2444500011113334,8,388.1428571428572
1571926138,0.3055555555555555,0.030658637152777782,10.253611965299132,4986.8499999999985,2911.155555555556,0.44095052083333336,36.69166666666626,71.77528375709393,0.24444444444444444,8,386.71428571428567
1571926154,0.27221944472219445,0.029139228004282907,10.435493149052887,5125.063520870135,2943.249499494495,0.4406418022477266,37.72283466097845,73.0484520433702,0.2277755557777556,8,456.57142857142856
1571926169,0.3000044448889333,0.03043116811681168,10.399777256235922,5038.642981520374,2911.153710926648,0.4406896218050625,36.90492688157719,72.79844079365145,0.23888888972218056,8,423.4285714285714
1571926185,0.2666611118054584,0.028759141788047893,10.357142857142858,5121.626346517903,2956.667193241695,0.4396822581375557,36.01860418463478,72.5,0.2166622227777001,8,397.28571428571433
1571926200,0.2722258341528868,0.028987976428613338,10.635956544362594,5141.311073221225,2966.0441330341478,0.4407870668991489,36.429232656596064,74.45169581053815,0.23333638956953545,8,356.5714285714286
1571926216,0.28333527787500484,0.029443538149129683,10.32112092987414,4903.683624459001,2862.984579784545,0.4412351053750604,37.6774755404436,72.24784650911899,0.24444611119444865,8,444.57142857142856
1571926231,0.2666355727949848,0.02875651119639825,10.08187467888756,4828.626716329174,2846.8628997043406,0.4407922380855596,37.16657658308634,70.57312275221291,0.22774446387656386,8,378.57142857142856
1571926247,0.30558557542897496,0.030509749715835668,9.931962506441703,4832.148694459026,2845.885850606392,0.44247076056986734,35.89730769391465,69.52373754509195,0.2666947415260506,8,338.57142857142856
